region,ds,y,calendar_ds
molise,2014-08-03,0.0,2017-02-19
molise,2014-08-10,0.0,2017-02-26
molise,2014-08-17,0.0,2017-03-05
molise,2014-08-24,0.0,2017-03-12
molise,2014-08-31,2.69,2017-03-19
molise,2014-09-07,0.0,2017-03-26
molise,2014-09-14,0.0,2017-04-02
molise,2014-09-21,0.0,2017-04-09
molise,2014-09-28,2.24,2017-04-16
molise,2014-10-05,0.0,2017-04-23
molise,2014-10-12,0.0,2017-04-30
molise,2014-10-19,0.0,2017-11-05
molise,2014-10-26,0.37,2017-11-12
molise,2014-11-02,0.0,2017-11-19
molise,2014-11-09,0.0,2017-11-26
molise,2014-11-16,0.0,2017-12-03
molise,2014-11-23,0.0,2017-12-10
molise,2014-11-30,0.0,2017-12-17
molise,2014-12-07,0.0,2017-12-24
molise,2014-12-14,0.0,2017-12-31
molise,2014-12-21,0.0,2018-01-07
molise,2014-12-28,20.03,2018-01-14
molise,2015-01-04,19.33,2018-01-21
molise,2015-01-11,43.19,2018-01-28
molise,2015-01-18,13.0,2018-02-04
molise,2015-01-25,8.46,2018-02-11
molise,2015-02-01,0.0,2018-02-18
molise,2015-02-08,0.0,2018-02-25
molise,2015-02-15,0.0,2018-03-04
molise,2015-02-22,2.71,2018-03-11
molise,2015-03-01,0.0,2018-03-18
molise,2015-03-08,0.0,2018-03-25
molise,2015-03-15,0.0,2018-04-01
molise,2015-03-22,0.0,2018-04-08
molise,2015-03-29,0.0,2018-04-15
molise,2015-04-05,0.0,2018-04-22
molise,2015-04-12,0.0,2018-04-29
molise,2015-04-19,0.0,2018-10-28
molise,2015-04-26,0.0,2018-11-04
molise,2015-05-03,2.03,2018-11-11
molise,2015-05-10,0.0,2018-11-18
molise,2015-05-17,0.0,2018-11-25
molise,2015-05-24,2.53,2018-12-02
molise,2015-05-31,4.58,2018-12-09
molise,2015-06-07,0.78,2018-12-16
molise,2015-06-14,0.0,2018-12-23
molise,2015-06-21,0.0,2018-12-30
molise,2015-06-28,3.06,2019-01-06
molise,2015-07-05,5.29,2019-01-13
molise,2015-07-12,4.03,2019-01-20
molise,2015-07-19,6.23,2019-01-27
molise,2015-07-26,5.56,2019-02-03
molise,2015-08-02,0.0,2019-02-10
molise,2015-08-09,4.25,2019-02-17
molise,2015-08-16,5.13,2019-02-24
molise,2015-08-23,4.76,2019-03-03
molise,2015-08-30,5.01,2019-03-10
molise,2015-09-06,4.19,2019-03-17
molise,2015-09-13,2.25,2019-03-24
molise,2015-09-20,1.75,2019-03-31
molise,2015-09-27,1.79,2019-04-07
molise,2015-10-04,0.0,2019-04-14
molise,2015-10-11,0.0,2019-04-21
molise,2015-10-18,0.0,2019-04-28
molise,2015-10-25,1.33,2019-11-03
molise,2015-11-01,2.42,2019-11-10
molise,2015-11-08,1.78,2019-11-17
molise,2015-11-15,1.0,2019-11-24
molise,2015-11-22,1.23,2019-12-01
molise,2015-11-29,1.6,2019-12-08
molise,2015-12-06,1.96,2019-12-15
molise,2015-12-13,2.96,2019-12-22
molise,2015-12-20,2.34,2019-12-29
molise,2015-12-27,3.37,2020-01-05
molise,2016-01-03,4.69,2020-01-12
molise,2016-01-10,9.03,2020-01-19
molise,2016-01-17,11.5,2020-01-26
molise,2016-01-24,16.61,2020-02-02
molise,2016-01-31,15.83,2020-02-09
molise,2016-02-07,11.77,2020-02-16
molise,2016-02-14,9.14,2020-02-23
molise,2016-02-21,5.46,2020-03-01
molise,2016-02-28,6.24,2020-03-08
molise,2016-03-06,0.67,2020-04-05
molise,2016-03-13,0.0,2020-04-26
molise,2016-03-20,1.21,2020-12-06
molise,2016-03-27,0.92,2020-12-13
molise,2016-04-03,0.47,2020-12-20
molise,2016-04-10,0.54,2020-12-27
molise,2016-04-17,0.0,2021-01-03
molise,2016-04-24,0.3,2021-01-10
molise,2016-05-01,0.29,2021-01-17
molise,2016-05-08,0.57,2021-01-24
molise,2016-05-15,0.55,2021-01-31
molise,2016-05-22,0.0,2021-02-07
molise,2016-05-29,1.14,2021-02-14
molise,2016-06-05,1.14,2021-02-21
molise,2016-06-12,0.86,2021-02-28
molise,2016-06-19,0.37,2021-03-07
molise,2016-06-26,0.0,2021-03-14
molise,2016-07-03,0.0,2021-03-21
molise,2016-07-10,0.0,2021-03-28
molise,2016-07-17,0.0,2021-04-04
molise,2016-07-24,0.0,2021-04-11
molise,2016-07-31,0.17,2021-04-18
molise,2016-08-07,0.0,2021-04-25
molise,2016-08-14,1.07,2021-11-07
molise,2016-08-21,1.72,2021-11-14
molise,2016-08-28,0.78,2021-11-21
molise,2016-09-04,1.92,2021-11-28
molise,2016-09-11,1.74,2021-12-05
molise,2016-09-18,0.0,2021-12-12
molise,2016-09-25,0.99,2021-12-19
molise,2016-10-02,0.55,2021-12-26
molise,2016-10-09,0.21,2022-01-02
molise,2016-10-16,0.7,2022-01-09
molise,2016-10-23,0.0,2022-01-16
molise,2016-10-30,1.26,2022-01-23
molise,2016-11-06,1.32,2022-01-30
molise,2016-11-13,0.66,2022-02-06
molise,2016-11-20,0.58,2022-02-13
molise,2016-11-27,0.16,2022-02-20
molise,2016-12-04,0.99,2022-02-27
molise,2016-12-11,0.48,2022-03-06
molise,2016-12-18,1.4,2022-03-13
molise,2016-12-25,1.26,2022-03-20
molise,2017-01-01,1.46,2022-03-27
molise,2017-01-08,0.0,2022-04-03
molise,2017-01-15,1.33,2022-04-10
molise,2017-01-22,1.74,2022-04-17
molise,2017-01-29,0.41,2022-04-24
molise,2017-02-05,0.25,2022-05-01
molise,2017-02-12,0.0,2022-10-30
molise,2017-02-19,0.0,2022-11-06
molise,2017-02-26,1.02,2022-11-13
molise,2017-03-05,3.6,2022-11-20
molise,2017-03-12,2.32,2022-11-27
molise,2017-03-19,4.26,2022-12-04
molise,2017-03-26,4.96,2022-12-11
molise,2017-04-02,6.39,2022-12-18
molise,2017-04-09,3.2,2022-12-25
molise,2017-04-16,6.43,2023-01-01
molise,2017-04-23,6.51,2023-01-08
molise,2017-04-30,6.14,2023-01-15
molise,2017-05-07,0.0,2023-01-22
molise,2017-05-14,5.73,2023-01-29
molise,2017-05-21,3.82,2023-02-05
molise,2017-05-28,0.0,2023-02-12
molise,2017-06-04,4.01,2023-02-19
molise,2017-06-11,4.13,2023-02-26
molise,2017-06-18,4.66,2023-03-05
molise,2017-06-25,4.45,2023-03-12
molise,2017-07-02,3.88,2023-03-19
molise,2017-07-09,3.11,2023-03-26
molise,2017-07-16,2.57,2023-04-02
molise,2017-07-23,0.0,2023-04-09
molise,2017-07-30,1.32,2023-04-16
molise,2017-08-06,2.52,2023-04-23
molise,2017-08-13,1.25,2023-04-30
molise,2017-08-20,1.45,2023-11-12
molise,2017-08-27,1.8,2023-11-19
molise,2017-09-03,2.57,2023-11-26
molise,2017-09-10,3.73,2023-12-03
molise,2017-09-17,3.59,2023-12-10
molise,2017-09-24,6.54,2023-12-17
molise,2017-10-01,7.18,2023-12-24
molise,2017-10-08,10.13,2023-12-31
molise,2017-10-15,12.33,2024-01-07
molise,2017-10-22,5.38,2024-01-21
molise,2017-10-29,4.69,2024-01-28
molise,2017-11-05,4.9,2024-02-04
molise,2017-11-12,3.81,2024-02-11
molise,2017-11-19,4.08,2024-02-18
molise,2017-11-26,3.1,2024-02-25
molise,2017-12-03,2.92,2024-03-10
molise,2017-12-10,2.78,2024-03-17
molise,2017-12-17,4.95,2024-03-31
molise,2017-12-24,2.78,2024-04-07
molise,2017-12-31,3.14,2024-04-14
molise,2018-01-07,1.54,2024-04-28
molise,2018-01-14,1.8543701322784,2024-10-20
molise,2018-01-21,2.03980714550624,2024-10-27
molise,2018-01-28,1.54530844356534,2024-11-03
molise,2018-02-04,1.8543701322784,2024-11-10
molise,2018-02-11,2.53430584744715,2024-11-17
molise,2018-02-18,2.34886883421931,2024-11-24
molise,2018-02-25,2.34886883421931,2024-12-01
molise,2018-03-04,2.59611818518976,2024-12-08
molise,2018-03-11,4.07961429101249,2024-12-15
molise,2018-03-18,4.94498701940907,2024-12-22
molise,2018-03-25,5.68673507232044,2024-12-29
molise,2018-04-01,6.92934782608696,2025-01-05
molise,2018-04-08,9.57880434782609,2025-01-12
molise,2018-04-15,6.92934782608696,2025-01-19
molise,2018-04-22,6.58967391304348,2025-01-26
molise,2018-04-29,6.25,2025-02-02
molise,2018-05-06,6.4284831252318,2025-02-09
molise,2018-05-13,5.81035974780566,2025-02-16
molise,2018-05-20,4.88317468166646,2025-02-23
molise,2018-05-27,4.45048831746817,2025-03-02
molise,2018-06-03,4.63592533069601,2025-03-09
molise,2018-06-10,2.7815551984176,2025-03-16
molise,2018-06-17,2.24184782608696,2025-03-23
molise,2018-06-24,3.26086956521739,2025-03-30
molise,2018-07-01,4.82336956521739,2025-04-06
molise,2018-07-08,3.80434782608696,2025-04-13
molise,2018-07-15,3.125,2025-04-20
molise,2018-07-22,2.10597826086957,2025-04-27
pa_bolzano,2012-01-08,2.12,2012-01-08
pa_bolzano,2012-01-15,2.66,2012-01-15
pa_bolzano,2012-01-22,4.01,2012-01-22
pa_bolzano,2012-01-29,5.69,2012-01-29
pa_bolzano,2012-02-05,5.16,2012-02-05
pa_bolzano,2012-02-12,6.39,2012-02-12
pa_bolzano,2012-02-19,7.85,2012-02-19
pa_bolzano,2012-02-26,7.72,2012-02-26
pa_bolzano,2012-03-04,5.73,2012-03-04
pa_bolzano,2012-03-11,2.2,2012-03-11
pa_bolzano,2012-03-18,1.25,2012-03-18
pa_bolzano,2012-03-25,1.2,2012-03-25
pa_bolzano,2012-04-01,0.46,2012-04-01
pa_bolzano,2012-04-08,0.86,2012-04-08
pa_bolzano,2012-04-15,0.32,2012-04-15
pa_bolzano,2012-04-22,0.71,2012-04-22
pa_bolzano,2012-04-29,1.22,2012-04-29
pa_bolzano,2012-05-06,0.0,2012-11-04
pa_bolzano,2012-05-13,0.43,2012-11-11
pa_bolzano,2012-05-20,0.88,2012-11-18
pa_bolzano,2012-05-27,1.46,2012-11-25
pa_bolzano,2012-06-03,0.72,2012-12-02
pa_bolzano,2012-06-10,0.66,2012-12-09
pa_bolzano,2012-06-17,1.32,2012-12-16
pa_bolzano,2012-06-24,1.32,2012-12-23
pa_bolzano,2012-07-01,1.34,2012-12-30
pa_bolzano,2012-07-08,1.51,2013-01-06
pa_bolzano,2012-07-15,3.36,2013-01-13
pa_bolzano,2012-07-22,5.17,2013-01-20
pa_bolzano,2012-07-29,4.71,2013-01-27
pa_bolzano,2012-08-05,4.28,2013-02-03
pa_bolzano,2012-08-12,8.04,2013-02-10
pa_bolzano,2012-08-19,5.47,2013-02-17
pa_bolzano,2012-08-26,6.76,2013-02-24
pa_bolzano,2012-09-02,6.28,2013-03-03
pa_bolzano,2012-09-09,4.55,2013-03-10
pa_bolzano,2012-09-16,3.81,2013-03-17
pa_bolzano,2012-09-23,1.56,2013-03-24
pa_bolzano,2012-09-30,0.59,2013-03-31
pa_bolzano,2012-10-07,1.12,2013-04-07
pa_bolzano,2012-10-14,0.9,2013-04-14
pa_bolzano,2012-10-21,0.45,2013-04-21
pa_bolzano,2012-10-28,0.3,2013-04-28
pa_bolzano,2012-11-04,0.0,2013-10-27
pa_bolzano,2012-11-11,0.0,2013-11-03
pa_bolzano,2012-11-18,0.0,2013-11-10
pa_bolzano,2012-11-25,0.66,2013-11-17
pa_bolzano,2012-12-02,0.83,2013-11-24
pa_bolzano,2012-12-09,0.33,2013-12-01
pa_bolzano,2012-12-16,0.45,2013-12-08
pa_bolzano,2012-12-23,0.75,2013-12-15
pa_bolzano,2012-12-30,1.03,2013-12-29
pa_bolzano,2013-01-06,1.45,2014-01-05
pa_bolzano,2013-01-13,1.49,2014-01-12
pa_bolzano,2013-01-20,1.69,2014-01-26
pa_bolzano,2013-01-27,6.76,2014-02-02
pa_bolzano,2013-02-03,2.53,2014-02-09
pa_bolzano,2013-02-10,3.61,2014-02-16
pa_bolzano,2013-02-17,3.53,2014-02-23
pa_bolzano,2013-02-24,3.13,2014-03-02
pa_bolzano,2013-03-03,2.54,2014-03-09
pa_bolzano,2013-03-10,1.65,2014-03-16
pa_bolzano,2013-03-17,3.1,2014-03-23
pa_bolzano,2013-03-24,4.33,2014-03-30
pa_bolzano,2013-03-31,1.69,2014-04-06
pa_bolzano,2013-04-07,1.34,2014-04-13
pa_bolzano,2013-04-14,1.07,2014-04-20
pa_bolzano,2013-04-21,0.55,2014-04-27
pa_bolzano,2013-04-28,0.35,2014-11-09
pa_bolzano,2013-05-05,0.22,2014-11-16
pa_bolzano,2013-05-12,0.88,2014-11-23
pa_bolzano,2013-05-19,0.95,2014-11-30
pa_bolzano,2013-05-26,0.88,2014-12-07
pa_bolzano,2013-06-02,0.97,2014-12-14
pa_bolzano,2013-06-09,1.16,2014-12-21
pa_bolzano,2013-06-16,0.71,2014-12-28
pa_bolzano,2013-06-23,3.13,2015-01-04
pa_bolzano,2013-06-30,4.09,2015-01-11
pa_bolzano,2013-07-07,9.35,2015-01-18
pa_bolzano,2013-07-14,9.27,2015-01-25
pa_bolzano,2013-07-21,7.8,2015-02-01
pa_bolzano,2013-07-28,6.74,2015-02-08
pa_bolzano,2013-08-04,6.66,2015-02-15
pa_bolzano,2013-08-11,4.03,2015-02-22
pa_bolzano,2013-08-18,4.64,2015-03-01
pa_bolzano,2013-08-25,3.32,2015-03-08
pa_bolzano,2013-09-01,3.8,2015-03-15
pa_bolzano,2013-09-08,2.24,2015-03-22
pa_bolzano,2013-09-15,1.31,2015-03-29
pa_bolzano,2013-09-22,1.5,2015-04-05
pa_bolzano,2013-09-29,0.79,2015-04-12
pa_bolzano,2013-10-06,1.15,2015-04-19
pa_bolzano,2013-10-13,0.19,2015-04-26
pa_bolzano,2013-10-20,0.22,2015-11-01
pa_bolzano,2013-10-27,0.25,2015-11-08
pa_bolzano,2013-11-03,0.6,2015-11-15
pa_bolzano,2013-11-10,1.28,2015-11-22
pa_bolzano,2013-11-17,1.39,2015-11-29
pa_bolzano,2013-11-24,1.46,2015-12-06
pa_bolzano,2013-12-01,0.62,2015-12-13
pa_bolzano,2013-12-08,1.07,2015-12-20
pa_bolzano,2013-12-15,0.8,2015-12-27
pa_bolzano,2013-12-22,0.71,2016-01-03
pa_bolzano,2013-12-29,1.79,2016-01-10
pa_bolzano,2014-01-05,1.51,2016-01-17
pa_bolzano,2014-01-12,1.24,2016-01-24
pa_bolzano,2014-01-19,1.89,2016-01-31
pa_bolzano,2014-01-26,3.5,2016-02-07
pa_bolzano,2014-02-02,5.6,2016-02-14
pa_bolzano,2014-02-09,2.65,2016-02-21
pa_bolzano,2014-02-16,2.67,2016-02-28
pa_bolzano,2014-02-23,3.18,2016-03-06
pa_bolzano,2014-03-02,3.18,2016-03-13
pa_bolzano,2014-03-09,2.27,2016-03-20
pa_bolzano,2014-03-16,2.04,2016-03-27
pa_bolzano,2014-03-23,1.08,2016-04-03
pa_bolzano,2014-03-30,0.54,2016-04-10
pa_bolzano,2014-04-06,0.44,2016-04-17
pa_bolzano,2014-04-13,0.4,2016-04-24
pa_bolzano,2014-04-20,0.16,2016-11-06
pa_bolzano,2014-04-27,1.04,2016-11-13
pa_bolzano,2014-05-04,0.88,2016-11-20
pa_bolzano,2014-05-11,1.06,2016-11-27
pa_bolzano,2014-05-18,1.77,2016-12-04
pa_bolzano,2014-05-25,1.23,2016-12-11
pa_bolzano,2014-06-01,2.15,2016-12-18
pa_bolzano,2014-06-08,5.52,2016-12-25
pa_bolzano,2014-06-15,4.22,2017-01-01
pa_bolzano,2014-06-22,4.17,2017-01-08
pa_bolzano,2014-06-29,6.65,2017-01-15
pa_bolzano,2014-07-06,7.97,2017-01-22
pa_bolzano,2014-07-13,5.47,2017-01-29
pa_bolzano,2014-07-20,6.6,2017-02-05
pa_bolzano,2014-07-27,3.77,2017-02-12
pa_bolzano,2014-08-03,1.94,2017-02-19
pa_bolzano,2014-08-10,1.35,2017-02-26
pa_bolzano,2014-08-17,1.82,2017-03-05
pa_bolzano,2014-08-24,1.47,2017-03-12
pa_bolzano,2014-08-31,1.24,2017-03-19
pa_bolzano,2014-09-07,0.79,2017-03-26
pa_bolzano,2014-09-14,0.09,2017-04-02
pa_bolzano,2014-09-21,0.62,2017-04-09
pa_bolzano,2014-09-28,0.59,2017-04-16
pa_bolzano,2014-10-05,0.34,2017-04-23
pa_bolzano,2014-10-12,1.39,2017-04-30
pa_bolzano,2014-10-19,0.0,2017-11-05
pa_bolzano,2014-10-26,0.0,2017-11-12
pa_bolzano,2014-11-02,0.56,2017-11-19
pa_bolzano,2014-11-09,0.56,2017-11-26
pa_bolzano,2014-11-16,0.9,2017-12-03
pa_bolzano,2014-11-23,0.79,2017-12-10
pa_bolzano,2014-11-30,1.85,2017-12-17
pa_bolzano,2014-12-07,2.9,2017-12-24
pa_bolzano,2014-12-14,3.66,2017-12-31
pa_bolzano,2014-12-21,5.83,2018-01-07
pa_bolzano,2014-12-28,6.26,2018-01-14
pa_bolzano,2015-01-04,6.63,2018-01-21
pa_bolzano,2015-01-11,8.6,2018-01-28
pa_bolzano,2015-01-18,7.77,2018-02-04
pa_bolzano,2015-01-25,6.89,2018-02-11
pa_bolzano,2015-02-01,7.23,2018-02-18
pa_bolzano,2015-02-08,6.12,2018-02-25
pa_bolzano,2015-02-15,3.24,2018-03-04
pa_bolzano,2015-02-22,1.8,2018-03-11
pa_bolzano,2015-03-01,3.43,2018-03-18
pa_bolzano,2015-03-08,1.24,2018-03-25
pa_bolzano,2015-03-15,1.35,2018-04-01
pa_bolzano,2015-03-22,1.28,2018-04-08
pa_bolzano,2015-03-29,0.38,2018-04-15
pa_bolzano,2015-04-05,0.85,2018-04-22
pa_bolzano,2015-04-12,0.92,2018-04-29
pa_bolzano,2015-04-19,0.0,2018-10-28
pa_bolzano,2015-04-26,0.0,2018-11-04
pa_bolzano,2015-05-03,0.43,2018-11-11
pa_bolzano,2015-05-10,0.54,2018-11-18
pa_bolzano,2015-05-17,1.63,2018-11-25
pa_bolzano,2015-05-24,1.19,2018-12-02
pa_bolzano,2015-05-31,2.17,2018-12-09
pa_bolzano,2015-06-07,2.02,2018-12-16
pa_bolzano,2015-06-14,0.44,2018-12-23
pa_bolzano,2015-06-21,1.85,2018-12-30
pa_bolzano,2015-06-28,3.16,2019-01-06
pa_bolzano,2015-07-05,3.92,2019-01-13
pa_bolzano,2015-07-12,4.25,2019-01-20
pa_bolzano,2015-07-19,4.15,2019-01-27
pa_bolzano,2015-07-26,7.0,2019-02-03
pa_bolzano,2015-08-02,9.37,2019-02-10
pa_bolzano,2015-08-09,6.67,2019-02-17
pa_bolzano,2015-08-16,7.43,2019-02-24
pa_bolzano,2015-08-23,3.71,2019-03-03
pa_bolzano,2015-08-30,1.76,2019-03-10
pa_bolzano,2015-09-06,1.87,2019-03-17
pa_bolzano,2015-09-13,1.5,2019-03-24
pa_bolzano,2015-09-20,0.98,2019-03-31
pa_bolzano,2015-09-27,1.34,2019-04-07
pa_bolzano,2015-10-04,0.54,2019-04-14
pa_bolzano,2015-10-11,0.0,2019-04-21
pa_bolzano,2015-10-18,0.0,2019-04-28
pa_bolzano,2015-10-25,0.72,2019-11-03
pa_bolzano,2015-11-01,0.72,2019-11-10
pa_bolzano,2015-11-08,1.29,2019-11-17
pa_bolzano,2015-11-15,1.9,2019-11-24
pa_bolzano,2015-11-22,1.25,2019-12-01
pa_bolzano,2015-11-29,1.7,2019-12-08
pa_bolzano,2015-12-06,1.97,2019-12-15
pa_bolzano,2015-12-13,3.18,2019-12-22
pa_bolzano,2015-12-20,0.35,2019-12-29
pa_bolzano,2015-12-27,1.64,2020-01-05
pa_bolzano,2016-01-03,3.4,2020-01-12
pa_bolzano,2016-01-10,4.9,2020-01-19
pa_bolzano,2016-01-17,7.39,2020-01-26
pa_bolzano,2016-01-24,11.18,2020-02-02
pa_bolzano,2016-01-31,11.44,2020-02-09
pa_bolzano,2016-02-07,7.9,2020-02-16
pa_bolzano,2016-02-14,7.47,2020-02-23
pa_bolzano,2016-02-21,5.83,2020-03-01
pa_bolzano,2016-02-28,5.3,2020-03-08
pa_bolzano,2016-03-06,2.38,2020-04-05
pa_bolzano,2016-03-13,0.23,2020-04-26
pa_bolzano,2016-03-20,0.0,2020-12-06
pa_bolzano,2016-03-27,0.0,2020-12-13
pa_bolzano,2016-04-03,0.0,2020-12-20
pa_bolzano,2016-04-10,0.0,2020-12-27
pa_bolzano,2016-04-17,0.0,2021-01-03
pa_bolzano,2016-04-24,0.0,2021-01-10
pa_bolzano,2016-05-01,0.0,2021-01-17
pa_bolzano,2016-05-08,1.24,2021-01-24
pa_bolzano,2016-05-15,0.0,2021-01-31
pa_bolzano,2016-05-22,1.66,2021-02-07
pa_bolzano,2016-05-29,1.37,2021-02-14
pa_bolzano,2016-06-05,0.62,2021-02-21
pa_bolzano,2016-06-12,1.11,2021-02-28
pa_bolzano,2016-06-19,0.62,2021-03-07
pa_bolzano,2016-06-26,0.75,2021-03-14
pa_bolzano,2016-07-03,0.97,2021-03-21
pa_bolzano,2016-07-10,0.83,2021-03-28
pa_bolzano,2016-07-17,0.99,2021-04-04
pa_bolzano,2016-07-24,0.44,2021-04-11
pa_bolzano,2016-07-31,1.49,2021-04-18
pa_bolzano,2016-08-07,1.17,2021-04-25
pa_bolzano,2016-08-14,0.0,2021-11-07
pa_bolzano,2016-08-21,1.96,2021-11-14
pa_bolzano,2016-08-28,1.58,2021-11-21
pa_bolzano,2016-09-04,2.35,2021-11-28
pa_bolzano,2016-09-11,3.13,2021-12-05
pa_bolzano,2016-09-18,1.47,2021-12-12
pa_bolzano,2016-09-25,2.35,2021-12-19
pa_bolzano,2016-10-02,1.96,2021-12-26
pa_bolzano,2016-10-09,1.36,2022-01-02
pa_bolzano,2016-10-16,1.82,2022-01-09
pa_bolzano,2016-10-23,3.22,2022-01-16
pa_bolzano,2016-10-30,2.87,2022-01-23
pa_bolzano,2016-11-06,1.7,2022-01-30
pa_bolzano,2016-11-13,0.91,2022-02-06
pa_bolzano,2016-11-20,1.04,2022-02-13
pa_bolzano,2016-11-27,2.74,2022-02-20
pa_bolzano,2016-12-04,1.83,2022-02-27
pa_bolzano,2016-12-11,3.26,2022-03-06
pa_bolzano,2016-12-18,2.09,2022-03-13
pa_bolzano,2016-12-25,4.7,2022-03-20
pa_bolzano,2017-01-01,2.35,2022-03-27
pa_bolzano,2017-01-08,3.0,2022-04-03
pa_bolzano,2017-01-15,1.96,2022-04-10
pa_bolzano,2017-01-22,1.55,2022-04-17
pa_bolzano,2017-01-29,1.55,2022-04-24
pa_bolzano,2017-02-05,5.01,2022-05-01
pa_bolzano,2017-02-12,0.0,2022-10-30
pa_bolzano,2017-02-19,0.0,2022-11-06
pa_bolzano,2017-02-26,3.44,2022-11-13
pa_bolzano,2017-03-05,6.21,2022-11-20
pa_bolzano,2017-03-12,16.09,2022-11-27
pa_bolzano,2017-03-19,8.82,2022-12-04
pa_bolzano,2017-03-26,26.06,2022-12-11
pa_bolzano,2017-04-02,13.78,2022-12-18
pa_bolzano,2017-04-09,10.37,2022-12-25
pa_bolzano,2017-04-16,5.94,2023-01-01
pa_bolzano,2017-04-23,5.64,2023-01-08
pa_bolzano,2017-04-30,5.01,2023-01-15
pa_bolzano,2017-05-07,4.8,2023-01-22
pa_bolzano,2017-05-14,4.59,2023-01-29
pa_bolzano,2017-05-21,7.15,2023-02-05
pa_bolzano,2017-05-28,6.79,2023-02-12
pa_bolzano,2017-06-04,7.13,2023-02-19
pa_bolzano,2017-06-11,4.3,2023-02-26
pa_bolzano,2017-06-18,4.03,2023-03-05
pa_bolzano,2017-06-25,4.49,2023-03-12
pa_bolzano,2017-07-02,4.11,2023-03-19
pa_bolzano,2017-07-09,2.82,2023-03-26
pa_bolzano,2017-07-16,3.6,2023-04-02
pa_bolzano,2017-07-23,3.32,2023-04-09
pa_bolzano,2017-07-30,1.46,2023-04-16
pa_bolzano,2017-08-06,3.32,2023-04-23
pa_bolzano,2017-08-13,1.49,2023-04-30
pa_bolzano,2017-08-20,9.74,2023-12-17
pa_bolzano,2017-08-27,8.64,2023-12-24
pa_bolzano,2017-09-03,3.69,2023-12-31
pa_bolzano,2017-09-10,8.65,2024-01-07
pa_bolzano,2017-09-17,20.81,2024-01-14
pa_bolzano,2017-09-24,13.21,2024-01-21
pa_bolzano,2017-10-01,9.38,2024-01-28
pa_bolzano,2017-10-08,7.8,2024-02-04
pa_bolzano,2017-10-15,6.15,2024-02-11
pa_bolzano,2017-10-22,5.29,2024-02-18
pa_bolzano,2017-10-29,18.87,2024-02-25
pa_bolzano,2017-11-05,4.25,2024-03-03
pa_bolzano,2017-11-12,6.38,2024-03-10
pa_bolzano,2017-11-19,4.39,2024-03-17
pa_bolzano,2017-11-26,5.38,2024-03-24
pa_bolzano,2017-12-03,4.84,2024-03-31
pa_bolzano,2017-12-10,4.38,2024-04-07
pa_bolzano,2017-12-17,8.24,2024-04-14
pa_bolzano,2017-12-24,5.14,2024-04-21
pa_bolzano,2017-12-31,9.9,2024-04-28
pa_bolzano,2018-01-07,2.24394935085751,2024-10-20
pa_bolzano,2018-01-14,2.24394935085751,2024-10-27
pa_bolzano,2018-01-21,1.60282096489822,2024-11-03
pa_bolzano,2018-01-28,3.31759601888478,2024-11-10
pa_bolzano,2018-02-04,1.62654521795706,2024-11-17
pa_bolzano,2018-02-11,3.02882266731803,2024-11-24
pa_bolzano,2018-02-18,2.19316743989878,2024-12-01
pa_bolzano,2018-02-25,2.53057781526782,2024-12-08
pa_bolzano,2018-03-04,3.62716153521721,2024-12-15
pa_bolzano,2018-03-11,5.1455082243779,2024-12-22
pa_bolzano,2018-03-18,4.04892450442851,2024-12-29
pa_bolzano,2018-03-25,6.52883569096844,2025-01-05
pa_bolzano,2018-04-01,10.715363718684,2025-01-12
pa_bolzano,2018-04-08,12.6368428165968,2025-01-19
pa_bolzano,2018-04-15,14.1235302067847,2025-01-26
pa_bolzano,2018-04-22,17.2996350858224,2025-02-02
pa_bolzano,2018-04-29,13.0992926381975,2025-02-09
pa_bolzano,2018-05-06,9.25832746301701,2025-02-16
pa_bolzano,2018-05-13,4.89040258492708,2025-02-23
pa_bolzano,2018-05-20,4.32726174901882,2025-03-02
pa_bolzano,2018-05-27,4.32726174901882,2025-03-09
pa_bolzano,2018-06-03,4.09099980043903,2025-03-16
pa_bolzano,2018-06-10,3.17348377997179,2025-03-23
pa_bolzano,2018-06-17,1.88058298072402,2025-03-30
pa_bolzano,2018-06-24,1.71698383173558,2025-04-06
pa_bolzano,2018-07-01,1.14465588782372,2025-04-13
pa_bolzano,2018-07-08,1.00157390184576,2025-04-20
pa_bolzano,2018-07-15,0.225733634311512,2025-04-27
pa_trento,2012-01-08,3.22,2012-01-08
pa_trento,2012-01-15,7.08,2012-01-15
pa_trento,2012-01-22,10.59,2012-01-22
pa_trento,2012-01-29,13.71,2012-01-29
pa_trento,2012-02-05,17.39,2012-02-05
pa_trento,2012-02-12,14.33,2012-02-12
pa_trento,2012-02-19,12.85,2012-02-19
pa_trento,2012-02-26,9.37,2012-02-26
pa_trento,2012-03-04,5.6,2012-03-04
pa_trento,2012-03-11,3.46,2012-03-11
pa_trento,2012-03-18,2.86,2012-03-18
pa_trento,2012-03-25,1.48,2012-03-25
pa_trento,2012-04-01,1.91,2012-04-01
pa_trento,2012-04-08,0.89,2012-04-08
pa_trento,2012-04-15,1.26,2012-04-15
pa_trento,2012-04-22,0.37,2012-04-22
pa_trento,2012-04-29,1.53,2012-04-29
pa_trento,2012-05-06,0.8,2012-11-04
pa_trento,2012-05-13,1.17,2012-11-11
pa_trento,2012-05-20,1.33,2012-11-18
pa_trento,2012-05-27,1.66,2012-11-25
pa_trento,2012-06-03,1.36,2012-12-02
