region,ds,y,calendar_ds
emilia_romagna,2014-01-05,3.18,2016-01-17
emilia_romagna,2014-01-12,4.51,2016-01-24
emilia_romagna,2014-01-19,7.57,2016-01-31
emilia_romagna,2014-01-26,7.58,2016-02-07
emilia_romagna,2014-02-02,9.78,2016-02-14
emilia_romagna,2014-02-09,9.83,2016-02-21
emilia_romagna,2014-02-16,11.49,2016-02-28
emilia_romagna,2014-02-23,8.91,2016-03-06
emilia_romagna,2014-03-02,8.91,2016-03-13
emilia_romagna,2014-03-09,6.91,2016-03-20
emilia_romagna,2014-03-16,5.65,2016-03-27
emilia_romagna,2014-03-23,4.38,2016-04-03
emilia_romagna,2014-03-30,2.8,2016-04-10
emilia_romagna,2014-04-06,1.53,2016-04-17
emilia_romagna,2014-04-13,0.7,2016-04-24
emilia_romagna,2014-04-20,0.84,2016-11-06
emilia_romagna,2014-04-27,1.03,2016-11-13
emilia_romagna,2014-05-04,1.48,2016-11-20
emilia_romagna,2014-05-11,3.0,2016-11-27
emilia_romagna,2014-05-18,3.01,2016-12-04
emilia_romagna,2014-05-25,4.34,2016-12-11
emilia_romagna,2014-06-01,7.65,2016-12-18
emilia_romagna,2014-06-08,14.3,2016-12-25
emilia_romagna,2014-06-15,16.27,2017-01-01
emilia_romagna,2014-06-22,12.99,2017-01-08
emilia_romagna,2014-06-29,10.53,2017-01-15
emilia_romagna,2014-07-06,9.61,2017-01-22
emilia_romagna,2014-07-13,7.48,2017-01-29
emilia_romagna,2014-07-20,7.95,2017-02-05
emilia_romagna,2014-07-27,4.71,2017-02-12
emilia_romagna,2014-08-03,3.67,2017-02-19
emilia_romagna,2014-08-10,3.62,2017-02-26
emilia_romagna,2014-08-17,3.14,2017-03-05
emilia_romagna,2014-08-24,2.35,2017-03-12
emilia_romagna,2014-08-31,1.72,2017-03-19
emilia_romagna,2014-09-07,1.32,2017-03-26
emilia_romagna,2014-09-14,1.11,2017-04-02
emilia_romagna,2014-09-21,1.16,2017-04-09
emilia_romagna,2014-09-28,0.51,2017-04-16
emilia_romagna,2014-10-05,0.85,2017-04-23
emilia_romagna,2014-10-12,0.61,2017-04-30
emilia_romagna,2014-10-19,0.54,2017-11-05
emilia_romagna,2014-10-26,0.71,2017-11-12
emilia_romagna,2014-11-02,1.85,2017-11-19
emilia_romagna,2014-11-09,2.07,2017-11-26
emilia_romagna,2014-11-16,2.62,2017-12-03
emilia_romagna,2014-11-23,2.66,2017-12-10
emilia_romagna,2014-11-30,3.78,2017-12-17
emilia_romagna,2014-12-07,7.65,2017-12-24
emilia_romagna,2014-12-14,10.29,2017-12-31
emilia_romagna,2014-12-21,11.98,2018-01-07
emilia_romagna,2014-12-28,14.4,2018-01-14
emilia_romagna,2015-01-04,15.32,2018-01-21
emilia_romagna,2015-01-11,16.05,2018-01-28
emilia_romagna,2015-01-18,13.13,2018-02-04
emilia_romagna,2015-01-25,10.7,2018-02-11
emilia_romagna,2015-02-01,8.36,2018-02-18
emilia_romagna,2015-02-08,6.63,2018-02-25
emilia_romagna,2015-02-15,4.76,2018-03-04
emilia_romagna,2015-02-22,3.15,2018-03-11
emilia_romagna,2015-03-01,2.59,2018-03-18
emilia_romagna,2015-03-08,2.44,2018-03-25
emilia_romagna,2015-03-15,1.98,2018-04-01
emilia_romagna,2015-03-22,1.47,2018-04-08
emilia_romagna,2015-03-29,1.06,2018-04-15
emilia_romagna,2015-04-05,0.22,2018-04-22
emilia_romagna,2015-04-12,0.13,2018-04-29
emilia_romagna,2015-04-19,1.15,2018-10-28
emilia_romagna,2015-04-26,1.35,2018-11-04
emilia_romagna,2015-05-03,2.2,2018-11-11
emilia_romagna,2015-05-10,1.58,2018-11-18
emilia_romagna,2015-05-17,2.47,2018-11-25
emilia_romagna,2015-05-24,2.0,2018-12-02
emilia_romagna,2015-05-31,3.05,2018-12-09
emilia_romagna,2015-06-07,2.97,2018-12-16
emilia_romagna,2015-06-14,3.08,2018-12-23
emilia_romagna,2015-06-21,3.37,2018-12-30
emilia_romagna,2015-06-28,3.71,2019-01-06
emilia_romagna,2015-07-05,5.76,2019-01-13
emilia_romagna,2015-07-12,9.21,2019-01-20
emilia_romagna,2015-07-19,12.44,2019-01-27
emilia_romagna,2015-07-26,15.2,2019-02-03
emilia_romagna,2015-08-02,13.33,2019-02-10
emilia_romagna,2015-08-09,10.73,2019-02-17
emilia_romagna,2015-08-16,9.72,2019-02-24
emilia_romagna,2015-08-23,7.76,2019-03-03
emilia_romagna,2015-08-30,5.33,2019-03-10
emilia_romagna,2015-09-06,3.94,2019-03-17
emilia_romagna,2015-09-13,2.89,2019-03-24
emilia_romagna,2015-09-20,2.01,2019-03-31
emilia_romagna,2015-09-27,2.09,2019-04-07
emilia_romagna,2015-10-04,1.79,2019-04-14
emilia_romagna,2015-10-11,1.71,2019-04-21
emilia_romagna,2015-10-18,1.17,2019-04-28
emilia_romagna,2015-10-25,1.33,2019-11-03
emilia_romagna,2015-11-01,2.32,2019-11-10
emilia_romagna,2015-11-08,2.8,2019-11-17
emilia_romagna,2015-11-15,3.07,2019-11-24
emilia_romagna,2015-11-22,2.95,2019-12-01
emilia_romagna,2015-11-29,3.39,2019-12-08
emilia_romagna,2015-12-06,4.48,2019-12-15
emilia_romagna,2015-12-13,5.18,2019-12-22
emilia_romagna,2015-12-20,3.81,2019-12-29
emilia_romagna,2015-12-27,4.65,2020-01-05
emilia_romagna,2016-01-03,5.35,2020-01-12
emilia_romagna,2016-01-10,6.37,2020-01-19
emilia_romagna,2016-01-17,9.42,2020-01-26
emilia_romagna,2016-01-24,13.35,2020-02-02
emilia_romagna,2016-01-31,12.7,2020-02-09
emilia_romagna,2016-02-07,10.42,2020-02-16
emilia_romagna,2016-02-14,10.44,2020-02-23
emilia_romagna,2016-02-21,8.97,2020-03-01
emilia_romagna,2016-02-28,5.56,2020-03-08
emilia_romagna,2016-03-06,0.75,2020-04-05
emilia_romagna,2016-03-13,0.35,2020-04-26
emilia_romagna,2016-03-20,1.58,2020-12-06
emilia_romagna,2016-03-27,2.32,2020-12-13
emilia_romagna,2016-04-03,1.68,2020-12-20
emilia_romagna,2016-04-10,1.92,2020-12-27
emilia_romagna,2016-04-17,1.27,2021-01-03
emilia_romagna,2016-04-24,1.22,2021-01-10
emilia_romagna,2016-05-01,1.54,2021-01-17
emilia_romagna,2016-05-08,1.48,2021-01-24
emilia_romagna,2016-05-15,1.72,2021-01-31
emilia_romagna,2016-05-22,2.07,2021-02-07
emilia_romagna,2016-05-29,2.57,2021-02-14
emilia_romagna,2016-06-05,2.74,2021-02-21
emilia_romagna,2016-06-12,2.88,2021-02-28
emilia_romagna,2016-06-19,2.49,2021-03-07
emilia_romagna,2016-06-26,2.48,2021-03-14
emilia_romagna,2016-07-03,1.67,2021-03-21
emilia_romagna,2016-07-10,1.4,2021-03-28
emilia_romagna,2016-07-17,1.08,2021-04-04
emilia_romagna,2016-07-24,0.75,2021-04-11
emilia_romagna,2016-07-31,0.79,2021-04-18
emilia_romagna,2016-08-07,1.15,2021-04-25
emilia_romagna,2016-08-14,3.87,2021-11-07
emilia_romagna,2016-08-21,5.1,2021-11-14
emilia_romagna,2016-08-28,6.25,2021-11-21
emilia_romagna,2016-09-04,5.96,2021-11-28
emilia_romagna,2016-09-11,7.54,2021-12-05
emilia_romagna,2016-09-18,6.21,2021-12-12
emilia_romagna,2016-09-25,5.77,2021-12-19
emilia_romagna,2016-10-02,8.67,2021-12-26
emilia_romagna,2016-10-09,5.95,2022-01-02
emilia_romagna,2016-10-16,8.65,2022-01-09
emilia_romagna,2016-10-23,6.32,2022-01-16
emilia_romagna,2016-10-30,5.43,2022-01-23
emilia_romagna,2016-11-06,5.76,2022-01-30
emilia_romagna,2016-11-13,4.09,2022-02-06
emilia_romagna,2016-11-20,3.67,2022-02-13
emilia_romagna,2016-11-27,2.56,2022-02-20
emilia_romagna,2016-12-04,3.56,2022-02-27
emilia_romagna,2016-12-11,3.54,2022-03-06
emilia_romagna,2016-12-18,4.86,2022-03-13
emilia_romagna,2016-12-25,6.78,2022-03-20
emilia_romagna,2017-01-01,8.82,2022-03-27
emilia_romagna,2017-01-08,8.41,2022-04-03
emilia_romagna,2017-01-15,6.53,2022-04-10
emilia_romagna,2017-01-22,5.31,2022-04-17
emilia_romagna,2017-01-29,5.05,2022-04-24
emilia_romagna,2017-02-05,3.72,2022-05-01
emilia_romagna,2017-02-12,3.61,2022-10-30
emilia_romagna,2017-02-19,4.12,2022-11-06
emilia_romagna,2017-02-26,6.51,2022-11-13
emilia_romagna,2017-03-05,12.23,2022-11-20
emilia_romagna,2017-03-12,20.24,2022-11-27
emilia_romagna,2017-03-19,21.98,2022-12-04
emilia_romagna,2017-03-26,18.0,2022-12-11
emilia_romagna,2017-04-02,15.06,2022-12-18
emilia_romagna,2017-04-09,13.33,2022-12-25
emilia_romagna,2017-04-16,12.27,2023-01-01
emilia_romagna,2017-04-23,10.32,2023-01-08
emilia_romagna,2017-04-30,9.69,2023-01-15
emilia_romagna,2017-05-07,8.06,2023-01-22
emilia_romagna,2017-05-14,8.03,2023-01-29
emilia_romagna,2017-05-21,8.29,2023-02-05
emilia_romagna,2017-05-28,8.88,2023-02-12
emilia_romagna,2017-06-04,8.95,2023-02-19
emilia_romagna,2017-06-11,10.64,2023-02-26
emilia_romagna,2017-06-18,9.32,2023-03-05
emilia_romagna,2017-06-25,7.95,2023-03-12
emilia_romagna,2017-07-02,7.13,2023-03-19
emilia_romagna,2017-07-09,6.19,2023-03-26
emilia_romagna,2017-07-16,5.43,2023-04-02
emilia_romagna,2017-07-23,5.89,2023-04-09
emilia_romagna,2017-07-30,4.09,2023-04-16
emilia_romagna,2017-08-06,4.41,2023-04-23
emilia_romagna,2017-08-13,2.16,2023-04-30
emilia_romagna,2017-08-20,6.53,2023-11-12
emilia_romagna,2017-08-27,8.68,2023-11-19
emilia_romagna,2017-09-03,10.54,2023-11-26
emilia_romagna,2017-09-10,11.34,2023-12-03
emilia_romagna,2017-09-17,10.26,2023-12-10
emilia_romagna,2017-09-24,16.59,2023-12-17
emilia_romagna,2017-10-01,20.19,2023-12-24
emilia_romagna,2017-10-08,19.84,2023-12-31
emilia_romagna,2017-10-15,15.37,2024-01-07
emilia_romagna,2017-10-22,12.21,2024-01-14
emilia_romagna,2017-10-29,10.47,2024-01-21
emilia_romagna,2017-11-05,9.27,2024-01-28
emilia_romagna,2017-11-12,8.53,2024-02-04
emilia_romagna,2017-11-19,8.3,2024-02-11
emilia_romagna,2017-11-26,6.99,2024-02-18
emilia_romagna,2017-12-03,7.63,2024-02-25
emilia_romagna,2017-12-10,7.42,2024-03-03
emilia_romagna,2017-12-17,6.65,2024-03-10
emilia_romagna,2017-12-24,5.86,2024-03-17
emilia_romagna,2017-12-31,5.44,2024-03-24
emilia_romagna,2018-01-07,4.2,2024-03-31
emilia_romagna,2018-01-14,4.96,2024-04-07
emilia_romagna,2018-01-21,4.42,2024-04-14
emilia_romagna,2018-01-28,4.4,2024-04-21
emilia_romagna,2018-02-04,3.39,2024-04-28
emilia_romagna,2018-02-11,6.5902385946807,2024-10-20
emilia_romagna,2018-02-18,6.57670551352825,2024-10-27
emilia_romagna,2018-02-25,5.60106861739026,2024-11-03
emilia_romagna,2018-03-04,7.60980819723199,2024-11-10
emilia_romagna,2018-03-11,7.707547425842,2024-11-17
emilia_romagna,2018-03-18,8.25009208901216,2024-11-24
emilia_romagna,2018-03-25,8.31393787485453,2024-12-01
emilia_romagna,2018-04-01,9.72749829823675,2024-12-08
emilia_romagna,2018-04-08,10.3037499521201,2024-12-15
emilia_romagna,2018-04-15,9.69503012048193,2024-12-22
emilia_romagna,2018-04-22,9.82226923479292,2024-12-29
emilia_romagna,2018-04-29,10.2883566328809,2025-01-05
emilia_romagna,2018-05-06,12.9065422627076,2025-01-12
emilia_romagna,2018-05-13,16.9072280074821,2025-01-19
emilia_romagna,2018-05-20,19.967433674896,2025-01-26
emilia_romagna,2018-05-27,19.5748915116504,2025-02-02
emilia_romagna,2018-06-03,17.7619501761311,2025-02-09
emilia_romagna,2018-06-10,15.8863390913618,2025-02-16
emilia_romagna,2018-06-17,13.6478423754683,2025-02-23
emilia_romagna,2018-06-24,11.6713868483937,2025-03-02
emilia_romagna,2018-07-01,9.95426419155233,2025-03-09
emilia_romagna,2018-07-08,8.5234640187643,2025-03-16
emilia_romagna,2018-07-15,6.86475774584377,2025-03-23
emilia_romagna,2018-07-22,6.26262749574251,2025-03-30
emilia_romagna,2018-07-29,5.44578560262423,2025-04-06
emilia_romagna,2018-08-05,5.43719634469671,2025-04-13
emilia_romagna,2018-08-12,4.22309233442236,2025-04-20
emilia_romagna,2018-08-19,3.13060858215043,2025-04-27
friuli_venezia_giulia,2012-01-08,1.37,2012-01-08
friuli_venezia_giulia,2012-01-15,1.27,2012-01-15
friuli_venezia_giulia,2012-01-22,2.07,2012-01-22
friuli_venezia_giulia,2012-01-29,2.54,2012-01-29
friuli_venezia_giulia,2012-02-05,3.46,2012-02-05
friuli_venezia_giulia,2012-02-12,6.05,2012-02-12
friuli_venezia_giulia,2012-02-19,4.89,2012-02-19
friuli_venezia_giulia,2012-02-26,5.74,2012-02-26
friuli_venezia_giulia,2012-03-04,5.74,2012-03-04
friuli_venezia_giulia,2012-03-11,5.74,2012-03-11
friuli_venezia_giulia,2012-03-18,1.77,2012-03-18
friuli_venezia_giulia,2012-03-25,1.08,2012-03-25
friuli_venezia_giulia,2012-04-01,1.42,2012-04-01
friuli_venezia_giulia,2012-04-08,0.27,2012-04-08
friuli_venezia_giulia,2012-04-15,0.73,2012-04-15
friuli_venezia_giulia,2012-04-22,0.73,2012-04-22
friuli_venezia_giulia,2012-04-29,0.0,2012-04-29
friuli_venezia_giulia,2012-05-06,0.17,2012-11-04
friuli_venezia_giulia,2012-05-13,0.18,2012-11-11
friuli_venezia_giulia,2012-05-20,0.3,2012-11-18
friuli_venezia_giulia,2012-05-27,0.34,2012-11-25
friuli_venezia_giulia,2012-06-03,0.91,2012-12-02
friuli_venezia_giulia,2012-06-10,1.07,2012-12-09
friuli_venezia_giulia,2012-06-17,1.01,2012-12-16
friuli_venezia_giulia,2012-06-24,0.89,2012-12-23
friuli_venezia_giulia,2012-07-01,0.89,2012-12-30
friuli_venezia_giulia,2012-07-08,1.94,2013-01-06
friuli_venezia_giulia,2012-07-15,2.3,2013-01-13
friuli_venezia_giulia,2012-07-22,3.38,2013-01-20
friuli_venezia_giulia,2012-07-29,4.75,2013-01-27
friuli_venezia_giulia,2012-08-05,7.27,2013-02-03
friuli_venezia_giulia,2012-08-12,8.35,2013-02-10
friuli_venezia_giulia,2012-08-19,9.32,2013-02-17
friuli_venezia_giulia,2012-08-26,6.97,2013-02-24
friuli_venezia_giulia,2012-09-02,6.44,2013-03-03
friuli_venezia_giulia,2012-09-09,5.14,2013-03-10
friuli_venezia_giulia,2012-09-16,3.43,2013-03-17
friuli_venezia_giulia,2012-09-23,2.64,2013-03-24
friuli_venezia_giulia,2012-09-30,1.4,2013-03-31
friuli_venezia_giulia,2012-10-07,1.01,2013-04-07
friuli_venezia_giulia,2012-10-14,0.74,2013-04-14
friuli_venezia_giulia,2012-10-21,0.38,2013-04-21
friuli_venezia_giulia,2012-10-28,0.1,2013-04-28
friuli_venezia_giulia,2012-11-04,0.34,2013-10-27
friuli_venezia_giulia,2012-11-11,0.0,2013-11-03
friuli_venezia_giulia,2012-11-18,0.53,2013-11-10
friuli_venezia_giulia,2012-11-25,0.59,2013-11-17
friuli_venezia_giulia,2012-12-02,0.31,2013-11-24
friuli_venezia_giulia,2012-12-09,0.67,2013-12-01
friuli_venezia_giulia,2012-12-16,1.1,2013-12-08
friuli_venezia_giulia,2012-12-23,0.71,2013-12-15
friuli_venezia_giulia,2012-12-30,1.66,2013-12-29
friuli_venezia_giulia,2013-01-06,1.69,2014-01-05
friuli_venezia_giulia,2013-01-13,1.65,2014-01-12
friuli_venezia_giulia,2013-01-20,2.59,2014-01-26
friuli_venezia_giulia,2013-01-27,2.98,2014-02-02
friuli_venezia_giulia,2013-02-03,1.74,2014-02-09
friuli_venezia_giulia,2013-02-10,3.33,2014-02-16
friuli_venezia_giulia,2013-02-17,1.6,2014-02-23
friuli_venezia_giulia,2013-02-24,1.99,2014-03-02
friuli_venezia_giulia,2013-03-03,2.83,2014-03-09
friuli_venezia_giulia,2013-03-10,2.47,2014-03-16
friuli_venezia_giulia,2013-03-17,1.3,2014-03-23
friuli_venezia_giulia,2013-03-24,1.69,2014-03-30
friuli_venezia_giulia,2013-03-31,1.48,2014-04-06
friuli_venezia_giulia,2013-04-07,0.95,2014-04-13
friuli_venezia_giulia,2013-04-14,0.67,2014-04-20
friuli_venezia_giulia,2013-04-21,0.25,2014-04-27
friuli_venezia_giulia,2013-04-28,0.67,2014-11-09
friuli_venezia_giulia,2013-05-05,0.36,2014-11-16
friuli_venezia_giulia,2013-05-12,0.51,2014-11-23
friuli_venezia_giulia,2013-05-19,0.2,2014-11-30
friuli_venezia_giulia,2013-05-26,0.79,2014-12-07
friuli_venezia_giulia,2013-06-02,0.58,2014-12-14
friuli_venezia_giulia,2013-06-09,1.94,2014-12-21
friuli_venezia_giulia,2013-06-16,1.94,2014-12-28
friuli_venezia_giulia,2013-06-23,2.21,2015-01-04
friuli_venezia_giulia,2013-06-30,5.58,2015-01-11
friuli_venezia_giulia,2013-07-07,5.6,2015-01-18
friuli_venezia_giulia,2013-07-14,5.6,2015-01-25
friuli_venezia_giulia,2013-07-21,6.28,2015-02-01
friuli_venezia_giulia,2013-07-28,5.05,2015-02-08
friuli_venezia_giulia,2013-08-04,4.91,2015-02-15
friuli_venezia_giulia,2013-08-11,5.12,2015-02-22
friuli_venezia_giulia,2013-08-18,2.73,2015-03-01
friuli_venezia_giulia,2013-08-25,2.16,2015-03-08
friuli_venezia_giulia,2013-09-01,2.84,2015-03-15
friuli_venezia_giulia,2013-09-08,1.82,2015-03-22
friuli_venezia_giulia,2013-09-15,2.05,2015-03-29
friuli_venezia_giulia,2013-09-22,0.95,2015-04-05
friuli_venezia_giulia,2013-09-29,0.87,2015-04-12
friuli_venezia_giulia,2013-10-06,1.01,2015-04-19
friuli_venezia_giulia,2013-10-13,0.25,2015-04-26
friuli_venezia_giulia,2013-10-20,0.44,2015-11-01
friuli_venezia_giulia,2013-10-27,0.67,2015-11-08
friuli_venezia_giulia,2013-11-03,0.66,2015-11-15
friuli_venezia_giulia,2013-11-10,0.79,2015-11-22
friuli_venezia_giulia,2013-11-17,0.95,2015-11-29
friuli_venezia_giulia,2013-11-24,0.64,2015-12-06
friuli_venezia_giulia,2013-12-01,0.65,2015-12-13
friuli_venezia_giulia,2013-12-08,1.31,2015-12-20
friuli_venezia_giulia,2013-12-15,0.89,2015-12-27
friuli_venezia_giulia,2013-12-22,1.42,2016-01-03
friuli_venezia_giulia,2013-12-29,1.07,2016-01-10
friuli_venezia_giulia,2014-01-05,1.28,2016-01-17
friuli_venezia_giulia,2014-01-12,1.68,2016-01-24
friuli_venezia_giulia,2014-01-19,2.65,2016-01-31
friuli_venezia_giulia,2014-01-26,3.18,2016-02-07
friuli_venezia_giulia,2014-02-02,4.2,2016-02-14
friuli_venezia_giulia,2014-02-09,4.0,2016-02-21
friuli_venezia_giulia,2014-02-16,4.25,2016-02-28
friuli_venezia_giulia,2014-02-23,4.12,2016-03-06
friuli_venezia_giulia,2014-03-02,3.63,2016-03-13
friuli_venezia_giulia,2014-03-09,2.45,2016-03-20
friuli_venezia_giulia,2014-03-16,3.07,2016-03-27
friuli_venezia_giulia,2014-03-23,1.65,2016-04-03
friuli_venezia_giulia,2014-03-30,1.17,2016-04-10
friuli_venezia_giulia,2014-04-06,1.35,2016-04-17
friuli_venezia_giulia,2014-04-13,0.68,2016-04-24
friuli_venezia_giulia,2014-04-20,0.59,2016-11-06
friuli_venezia_giulia,2014-04-27,1.01,2016-11-13
friuli_venezia_giulia,2014-05-04,1.03,2016-11-20
friuli_venezia_giulia,2014-05-11,1.1,2016-11-27
friuli_venezia_giulia,2014-05-18,0.91,2016-12-04
friuli_venezia_giulia,2014-05-25,0.82,2016-12-11
friuli_venezia_giulia,2014-06-01,1.24,2016-12-18
friuli_venezia_giulia,2014-06-08,2.61,2016-12-25
friuli_venezia_giulia,2014-06-15,3.24,2017-01-01
friuli_venezia_giulia,2014-06-22,4.66,2017-01-08
friuli_venezia_giulia,2014-06-29,7.52,2017-01-15
friuli_venezia_giulia,2014-07-06,6.58,2017-01-22
friuli_venezia_giulia,2014-07-13,9.32,2017-01-29
friuli_venezia_giulia,2014-07-20,5.67,2017-02-05
friuli_venezia_giulia,2014-07-27,4.85,2017-02-12
friuli_venezia_giulia,2014-08-03,2.92,2017-02-19
friuli_venezia_giulia,2014-08-10,2.85,2017-02-26
friuli_venezia_giulia,2014-08-17,2.35,2017-03-05
friuli_venezia_giulia,2014-08-24,1.97,2017-03-12
friuli_venezia_giulia,2014-08-31,1.9,2017-03-19
friuli_venezia_giulia,2014-09-07,1.39,2017-03-26
friuli_venezia_giulia,2014-09-14,0.77,2017-04-02
friuli_venezia_giulia,2014-09-21,0.66,2017-04-09
friuli_venezia_giulia,2014-09-28,0.75,2017-04-16
friuli_venezia_giulia,2014-10-05,0.31,2017-04-23
friuli_venezia_giulia,2014-10-12,1.45,2017-04-30
friuli_venezia_giulia,2014-10-19,0.97,2017-11-05
friuli_venezia_giulia,2014-10-26,2.19,2017-11-12
friuli_venezia_giulia,2014-11-02,2.18,2017-11-19
friuli_venezia_giulia,2014-11-09,1.24,2017-11-26
friuli_venezia_giulia,2014-11-16,1.7,2017-12-03
friuli_venezia_giulia,2014-11-23,1.87,2017-12-10
friuli_venezia_giulia,2014-11-30,2.44,2017-12-17
friuli_venezia_giulia,2014-12-07,1.94,2017-12-24
friuli_venezia_giulia,2014-12-14,3.33,2017-12-31
friuli_venezia_giulia,2014-12-21,5.0,2018-01-07
friuli_venezia_giulia,2014-12-28,6.34,2018-01-14
friuli_venezia_giulia,2015-01-04,9.82,2018-01-21
friuli_venezia_giulia,2015-01-11,11.53,2018-01-28
friuli_venezia_giulia,2015-01-18,10.61,2018-02-04
friuli_venezia_giulia,2015-01-25,9.64,2018-02-11
friuli_venezia_giulia,2015-02-01,7.02,2018-02-18
friuli_venezia_giulia,2015-02-08,5.57,2018-02-25
friuli_venezia_giulia,2015-02-15,5.83,2018-03-04
friuli_venezia_giulia,2015-02-22,4.91,2018-03-11
friuli_venezia_giulia,2015-03-01,2.7,2018-03-18
friuli_venezia_giulia,2015-03-08,2.53,2018-03-25
friuli_venezia_giulia,2015-03-15,1.56,2018-04-01
friuli_venezia_giulia,2015-03-22,0.19,2018-04-08
friuli_venezia_giulia,2015-03-29,0.79,2018-04-15
friuli_venezia_giulia,2015-04-05,0.42,2018-04-22
friuli_venezia_giulia,2015-04-12,0.11,2018-04-29
friuli_venezia_giulia,2015-04-19,1.68,2018-10-28
friuli_venezia_giulia,2015-04-26,1.78,2018-11-04
friuli_venezia_giulia,2015-05-03,2.11,2018-11-11
friuli_venezia_giulia,2015-05-10,2.19,2018-11-18
friuli_venezia_giulia,2015-05-17,2.52,2018-11-25
friuli_venezia_giulia,2015-05-24,1.89,2018-12-02
friuli_venezia_giulia,2015-05-31,1.77,2018-12-09
friuli_venezia_giulia,2015-06-07,1.95,2018-12-16
friuli_venezia_giulia,2015-06-14,2.26,2018-12-23
friuli_venezia_giulia,2015-06-21,2.25,2018-12-30
friuli_venezia_giulia,2015-06-28,2.93,2019-01-06
friuli_venezia_giulia,2015-07-05,4.62,2019-01-13
friuli_venezia_giulia,2015-07-12,5.14,2019-01-20
friuli_venezia_giulia,2015-07-19,8.36,2019-01-27
friuli_venezia_giulia,2015-07-26,10.63,2019-02-03
friuli_venezia_giulia,2015-08-02,10.07,2019-02-10
friuli_venezia_giulia,2015-08-09,7.67,2019-02-17
friuli_venezia_giulia,2015-08-16,5.26,2019-02-24
friuli_venezia_giulia,2015-08-23,4.43,2019-03-03
friuli_venezia_giulia,2015-08-30,2.25,2019-03-10
friuli_venezia_giulia,2015-09-06,2.37,2019-03-17
friuli_venezia_giulia,2015-09-13,2.46,2019-03-24
friuli_venezia_giulia,2015-09-20,1.36,2019-03-31
friuli_venezia_giulia,2015-09-27,1.53,2019-04-07
friuli_venezia_giulia,2015-10-04,1.1,2019-04-14
friuli_venezia_giulia,2015-10-11,0.0,2019-04-21
friuli_venezia_giulia,2015-10-18,0.0,2019-04-28
friuli_venezia_giulia,2015-10-25,0.92,2019-11-03
friuli_venezia_giulia,2015-11-01,1.56,2019-11-10
friuli_venezia_giulia,2015-11-08,0.91,2019-11-17
friuli_venezia_giulia,2015-11-15,1.03,2019-11-24
friuli_venezia_giulia,2015-11-22,2.08,2019-12-01
friuli_venezia_giulia,2015-11-29,3.08,2019-12-08
friuli_venezia_giulia,2015-12-06,3.74,2019-12-15
friuli_venezia_giulia,2015-12-13,8.08,2019-12-22
friuli_venezia_giulia,2015-12-20,4.01,2019-12-29
friuli_venezia_giulia,2015-12-27,3.39,2020-01-05
friuli_venezia_giulia,2016-01-03,4.72,2020-01-12
friuli_venezia_giulia,2016-01-10,5.8,2020-01-19
friuli_venezia_giulia,2016-01-17,8.36,2020-01-26
friuli_venezia_giulia,2016-01-24,7.67,2020-02-02
friuli_venezia_giulia,2016-01-31,8.1,2020-02-09
friuli_venezia_giulia,2016-02-07,8.22,2020-02-16
friuli_venezia_giulia,2016-02-14,7.63,2020-02-23
friuli_venezia_giulia,2016-02-21,5.7,2020-03-01
friuli_venezia_giulia,2016-02-28,3.41,2020-03-08
friuli_venezia_giulia,2016-03-06,0.54,2020-04-05
friuli_venezia_giulia,2016-03-13,0.0,2020-04-26
friuli_venezia_giulia,2016-03-20,0.0,2020-12-06
friuli_venezia_giulia,2016-03-27,0.73,2020-12-13
friuli_venezia_giulia,2016-04-03,0.81,2020-12-20
friuli_venezia_giulia,2016-04-10,0.75,2020-12-27
friuli_venezia_giulia,2016-04-17,1.79,2021-01-03
friuli_venezia_giulia,2016-04-24,2.26,2021-01-10
friuli_venezia_giulia,2016-05-01,0.9,2021-01-17
friuli_venezia_giulia,2016-05-08,0.64,2021-01-24
friuli_venezia_giulia,2016-05-15,0.51,2021-01-31
friuli_venezia_giulia,2016-05-22,0.31,2021-02-07
friuli_venezia_giulia,2016-05-29,1.15,2021-02-14
friuli_venezia_giulia,2016-06-05,1.7,2021-02-21
friuli_venezia_giulia,2016-06-12,1.62,2021-02-28
friuli_venezia_giulia,2016-06-19,0.77,2021-03-07
friuli_venezia_giulia,2016-06-26,3.39,2021-03-14
friuli_venezia_giulia,2016-07-03,2.26,2021-03-21
friuli_venezia_giulia,2016-07-10,0.96,2021-03-28
friuli_venezia_giulia,2016-07-17,0.27,2021-04-04
friuli_venezia_giulia,2016-07-24,0.18,2021-04-11
friuli_venezia_giulia,2016-07-31,0.0,2021-04-18
friuli_venezia_giulia,2016-08-07,0.0,2021-04-25
friuli_venezia_giulia,2016-08-14,0.0,2021-11-07
friuli_venezia_giulia,2016-08-21,0.0,2021-11-14
friuli_venezia_giulia,2016-08-28,0.0,2021-11-21
friuli_venezia_giulia,2016-09-04,2.85,2021-11-28
friuli_venezia_giulia,2016-09-11,10.11,2021-12-05
friuli_venezia_giulia,2016-09-18,8.79,2021-12-12
friuli_venezia_giulia,2016-09-25,1.89,2021-12-19
friuli_venezia_giulia,2016-10-02,3.01,2021-12-26
friuli_venezia_giulia,2016-10-09,3.89,2022-01-02
friuli_venezia_giulia,2016-10-16,2.7,2022-01-09
friuli_venezia_giulia,2016-10-23,0.58,2022-01-16
friuli_venezia_giulia,2016-10-30,2.84,2022-01-23
