model,horizon,MAE,RMSE,sMAPE,MASE,WIS,CRPS,PinballLoss,Coverage95,Coverage95_Dist,origin
Chronos-V2,2,1.7885937500000004,1.7885937500000004,46.63014033443999,1.0245304582507162,1.2148444930366853,1.379229736328125,0.6074222465183425,1.0,0.050000000000000044,2010-06-20 00:00:00
Chronos-V2,2,0.6087499999999997,0.6087499999999997,10.431616150797895,0.3487001542189908,0.36070344344429334,0.3862689941406248,0.18035172172214667,1.0,0.050000000000000044,2010-07-18 00:00:00
Chronos-V2,2,1.8442187499999996,1.8442187499999996,35.795411466783925,1.056393203348755,1.0613244628906247,1.184577856445312,0.5306622314453123,1.0,0.050000000000000044,2010-08-15 00:00:00
Chronos-V2,2,0.024960937499999947,0.024960937499999947,2.1197896797093954,0.014297959352280207,0.0480473526664402,0.046204956054687496,0.024023676333220112,1.0,0.050000000000000044,2010-09-12 00:00:00
Chronos-V2,2,0.17531249999999998,0.17531249999999998,19.646296620556818,0.10042134831460674,0.11476795362389605,0.12625825500488277,0.057383976811948026,1.0,0.050000000000000044,2010-10-10 00:00:00
Chronos-V2,2,0.6059375,0.6059375,27.33103108041441,0.3470891165454946,0.3217626953125,0.35924580078125,0.16088134765625003,1.0,0.050000000000000044,2010-11-07 00:00:00
Chronos-V2,2,2.50375,2.50375,24.209826554662477,1.4341815377836529,1.357982761548913,1.5073712890624995,0.6789913807744565,1.0,0.050000000000000044,2010-12-05 00:00:00
Chronos-V2,2,0.08531249999999968,0.08531249999999968,1.5241604555732293,0.04886814276272288,0.2387654976222826,0.24766513671874996,0.1193827488111413,1.0,0.050000000000000044,2011-01-02 00:00:00
Chronos-V2,2,0.23589843749999995,0.23589843749999995,11.384780702994654,0.13512578486450758,0.1380098823879076,0.15067375488281243,0.0690049411939538,1.0,0.050000000000000044,2011-01-30 00:00:00
Chronos-V2,2,0.0028906250000000355,0.0028906250000000355,0.2783315154022677,0.0016557887199823954,0.02873439622961957,0.02653310546875001,0.014367198114809786,1.0,0.050000000000000044,2011-02-27 00:00:00
Chronos-V2,2,0.28179687499999995,0.28179687499999995,40.20509390848798,0.16141702467503852,0.19584167480468748,0.21677152099609373,0.09792083740234371,1.0,0.050000000000000044,2011-03-27 00:00:00
Chronos-V2,2,0.1960546875,0.1960546875,17.16807196976175,0.11230275115664243,0.12357731031334919,0.13369130249023436,0.06178865515667459,1.0,0.050000000000000044,2011-04-24 00:00:00
Chronos-V2,2,0.7486718749999999,0.7486718749999999,27.36709836791227,0.4288492784754351,0.4198234757133151,0.472896826171875,0.2099117378566576,1.0,0.050000000000000044,2011-05-22 00:00:00
Chronos-V2,2,3.7921875000000007,3.7921875000000007,31.856664697775155,2.1722157964309323,2.4959918478260876,2.8271191406250002,1.2479959239130438,1.0,0.050000000000000044,2011-06-19 00:00:00
Chronos-V2,2,1.5481250000000006,1.5481250000000006,15.56540044616207,0.8867867371667773,0.9015490191915765,0.9940292480468755,0.45077450959578824,1.0,0.050000000000000044,2011-07-17 00:00:00
Chronos-V2,2,0.9177343750000002,0.9177343750000002,21.436718158343755,0.5256905430711611,0.509736434273098,0.5716774902343751,0.254868217136549,1.0,0.050000000000000044,2011-08-14 00:00:00
Chronos-V2,2,0.2973828125,0.2973828125,18.806121314674602,0.17034485844899758,0.1635585353685462,0.18073372802734378,0.08177926768427311,1.0,0.050000000000000044,2011-09-11 00:00:00
Chronos-V2,2,0.33265625,0.33265625,41.255692277880044,0.19054995593743115,0.2418004375955333,0.26833840026855466,0.12090021879776662,1.0,0.050000000000000044,2011-10-09 00:00:00
Chronos-V2,2,0.24539062499999997,0.24539062499999997,18.213446986170307,0.14056303701255782,0.1533779243800951,0.17005894775390623,0.07668896219004755,1.0,0.050000000000000044,2011-11-06 00:00:00
Chronos-V2,2,0.09375,0.09375,3.35195530726257,0.053701255783212165,0.09964334239130436,0.10458984375,0.04982167119565218,1.0,0.050000000000000044,2011-12-04 00:00:00
Chronos-V2,2,0.9192187499999998,0.9192187499999998,17.4743439323957,0.5265408129543951,0.4843556810461956,0.53896474609375,0.24217784052309774,1.0,0.050000000000000044,2012-01-01 00:00:00
Chronos-V2,2,2.5521875000000005,2.5521875000000005,19.964066147622134,1.4619271866049794,1.4812975543478266,1.6601539062500008,0.740648777173913,1.0,0.050000000000000044,2012-01-29 00:00:00
Chronos-V2,2,0.6643749999999997,0.6643749999999997,9.625571603205502,0.38056289931703,0.4630068571671195,0.500353564453125,0.23150342858355977,1.0,0.050000000000000044,2012-02-26 00:00:00
Chronos-V2,2,0.2510937499999999,0.2510937499999999,11.137678899400488,0.1438298634060365,0.14068104619565214,0.15351855468749998,0.07034052309782605,1.0,0.050000000000000044,2012-03-25 00:00:00
Chronos-V2,2,0.031933593750000044,0.031933593750000044,3.305868675125112,0.01829199025115667,0.030957336425781256,0.03142686157226564,0.01547866821289063,1.0,0.050000000000000044,2012-04-22 00:00:00
Chronos-V2,2,0.435546875,0.435546875,28.425748884639894,0.24948708415950652,0.28673955502717396,0.32383369140625007,0.14336977751358695,1.0,0.050000000000000044,2012-05-20 00:00:00
Chronos-V2,2,0.2775781249999998,0.2775781249999998,9.66763261363481,0.15900046816479388,0.15816013502038037,0.17212006835937488,0.07908006751019019,1.0,0.050000000000000044,2012-06-17 00:00:00
Chronos-V2,2,1.7028125000000003,1.7028125000000003,29.453258020053518,0.975393809209077,1.0258738111413046,1.1576187500000001,0.5129369055706522,1.0,0.050000000000000044,2012-07-15 00:00:00
Chronos-V2,2,1.5653124999999992,1.5653124999999992,13.223511397985712,0.8966319673936987,0.849668393342391,0.9484384765624994,0.42483419667119554,1.0,0.050000000000000044,2012-08-12 00:00:00
Chronos-V2,2,0.11578125000000039,0.11578125000000039,1.623380179864395,0.06632105089226724,0.2646868631114131,0.28072568359375005,0.13234343155570655,1.0,0.050000000000000044,2012-09-09 00:00:00
Chronos-V2,2,0.81734375,0.81734375,38.578118662192566,0.46818544833663805,0.581803615404212,0.6495193603515624,0.290901807702106,0.0,0.95,2012-10-07 00:00:00
Chronos-V2,2,0.4208203125,0.4208203125,66.7534157449577,0.2410515118968936,0.2856256965968921,0.32085007019042966,0.14281284829844598,1.0,0.050000000000000044,2012-11-04 00:00:00
Chronos-V2,2,0.49320312499999996,0.49320312499999996,21.569263884380817,0.282513356466182,0.2845050048828125,0.3151798461914062,0.14225250244140628,1.0,0.050000000000000044,2012-12-02 00:00:00
Chronos-V2,2,0.79984375,0.79984375,41.23071966493496,0.45816121392377174,0.561079685377038,0.6311877197265623,0.28053984268851906,1.0,0.050000000000000044,2012-12-30 00:00:00
Chronos-V2,2,0.5063671875,0.5063671875,33.24400220549579,0.2900539077990747,0.3082308296535326,0.34169343261718754,0.1541154148267663,1.0,0.050000000000000044,2013-01-27 00:00:00
Chronos-V2,2,0.3709374999999999,0.3709374999999999,30.292203649355613,0.2124779687155761,0.20069837818975028,0.22059937896728513,0.10034918909487518,1.0,0.050000000000000044,2013-02-24 00:00:00
Chronos-V2,2,0.1009374999999999,0.1009374999999999,6.350142534159042,0.05781835205992504,0.08250873068104617,0.08537352294921871,0.04125436534052309,1.0,0.050000000000000044,2013-03-24 00:00:00
Chronos-V2,2,0.4122656250000001,0.4122656250000001,30.177565550567586,0.23615127230667554,0.27755883258322017,0.31060887451171887,0.13877941629161009,1.0,0.050000000000000044,2013-04-21 00:00:00
Chronos-V2,2,0.10507812500000002,0.10507812500000002,11.642501623025321,0.060190157523683646,0.062376297660495926,0.06573707885742189,0.03118814883024797,1.0,0.050000000000000044,2013-05-19 00:00:00
Chronos-V2,2,0.5016406249999998,0.5016406249999998,14.054787624082035,0.287346469486671,0.3709081765879755,0.4010253051757813,0.18545408829398777,1.0,0.050000000000000044,2013-06-16 00:00:00
Chronos-V2,2,0.5167187499999999,0.5167187499999999,11.80165230269614,0.29598342145847095,0.3257356593919836,0.35499909667968743,0.16286782969599187,1.0,0.050000000000000044,2013-07-14 00:00:00
Chronos-V2,2,1.0470312499999999,1.0470312499999999,19.26986728781147,0.5997535250055077,0.594790569802989,0.6603432128906249,0.2973952849014946,1.0,0.050000000000000044,2013-08-11 00:00:00
Chronos-V2,2,0.6452343749999998,0.6452343749999998,18.213494172519866,0.3695988929279576,0.380759808084239,0.42481337890624976,0.1903799040421195,1.0,0.050000000000000044,2013-09-08 00:00:00
Chronos-V2,2,0.8366406249999998,0.8366406249999998,32.03458023601908,0.47923895681868245,0.5252767280910325,0.5954901855468748,0.26263836404551627,1.0,0.050000000000000044,2013-10-06 00:00:00
Chronos-V2,2,0.16312499999999996,0.16312499999999996,3.0368258770143695,0.09344018506278914,0.25656536599864127,0.27136704101562503,0.12828268299932066,1.0,0.050000000000000044,2013-11-03 00:00:00
Chronos-V2,2,0.38289062499999993,0.38289062499999993,12.672432739919065,0.21932487882793564,0.2113374660326087,0.23282929687499998,0.10566873301630433,1.0,0.050000000000000044,2013-12-01 00:00:00
Chronos-V2,2,2.15796875,2.15796875,36.507579862809116,1.2361134060365722,1.3593973972486415,1.544059423828125,0.6796986986243209,1.0,0.050000000000000044,2013-12-29 00:00:00
Chronos-V2,2,1.7293749999999992,1.7293749999999992,10.48443627683155,0.99060916501432,1.0844573709239127,1.1708394531249997,0.5422286854619564,1.0,0.050000000000000044,2014-01-26 00:00:00
Chronos-V2,2,0.002187499999999787,0.002187499999999787,0.020365709963194267,0.0012530293016081617,0.36966096297554346,0.38971259765624994,0.18483048148777176,1.0,0.050000000000000044,2014-02-23 00:00:00
