model,season,horizon,true_peak_date,pred_peak_date,peak_timing_error_weeks,true_peak_val,pred_peak_val,peak_intensity_error_abs,peak_intensity_error_rel
SARIMA,2020-2021,latest,2020-11-08,2020-11-22,2.0,2.04,2.708706268395196,0.6687062683951961,0.327797190389802
SARIMA,2021-2022,latest,2022-04-03,2022-04-03,0.0,5.29,5.484318843468786,0.19431884346878636,0.03673324073133958
SARIMA,2022-2023,latest,2022-12-04,2022-12-11,1.0,15.72,15.99758302882905,0.2775830288290493,0.01765795348785301
SARIMA,2023-2024,latest,2023-12-31,2024-01-07,1.0,18.45,19.85178087430914,1.4017808743091393,0.07597728316038696
SARIMA,2024-2025,latest,2025-01-26,2025-01-26,0.0,17.3743081984728,16.118371456981407,1.255936741491393,-0.07228700718004931
SeasonalNaive,2008-2009,latest,2009-01-25,2009-02-15,3.0,8.23,2.24,5.99,-0.7278250303766707
SeasonalNaive,2009-2010,latest,2009-11-15,2009-12-27,6.0,12.92,6.95,5.97,-0.46207430340557276
SeasonalNaive,2010-2011,latest,2011-02-06,2011-05-01,12.0,11.04,9.31,1.7299999999999986,-0.15670289855072453
SeasonalNaive,2011-2012,latest,2012-02-05,2011-10-30,-14.0,9.63,12.92,3.289999999999999,0.34164070612668734
SeasonalNaive,2012-2013,latest,2013-02-10,2013-01-06,-5.0,9.98,11.04,1.0599999999999987,0.10621242484969927
SeasonalNaive,2013-2014,latest,2014-02-09,2014-01-05,-5.0,6.62,9.63,3.0100000000000007,0.45468277945619345
SeasonalNaive,2014-2015,latest,2015-01-25,2015-01-18,-1.0,10.87,9.71,1.1599999999999984,-0.10671573137074503
SeasonalNaive,2015-2016,latest,2016-02-28,2016-01-03,-8.0,6.14,6.51,0.3700000000000001,0.06026058631921826
SeasonalNaive,2016-2017,latest,2017-01-01,2017-01-01,0.0,9.57,10.87,1.299999999999999,0.13584117032392884
SeasonalNaive,2017-2018,latest,2018-01-14,2018-02-04,3.0,14.73,6.14,8.59,-0.5831636116768499
SeasonalNaive,2018-2019,latest,2019-02-03,2018-12-02,-9.0,14.06,9.57,4.49,-0.31934566145092463
SeasonalNaive,2019-2020,latest,2020-02-02,2019-12-22,-6.0,12.62,13.87,1.25,0.09904912836767037
SeasonalNaive,2020-2021,latest,2020-11-08,2021-01-03,8.0,2.04,14.06,12.02,5.8921568627450975
SeasonalNaive,2021-2022,latest,2022-04-03,2022-01-09,-12.0,5.29,12.62,7.329999999999999,1.385633270321361
SeasonalNaive,2022-2023,latest,2022-12-04,2023-04-30,21.0,15.72,3.82,11.9,-0.7569974554707379
SeasonalNaive,2023-2024,latest,2023-12-31,2024-04-28,17.0,18.45,6.99,11.459999999999999,-0.6211382113821138
SeasonalNaive,2024-2025,latest,2025-01-26,2024-11-03,-12.0,17.3743081984728,15.72,1.6543081984727994,-0.0952157737490931
TiRex,2008-2009,latest,2009-01-25,2009-02-15,3.0,8.23,5.746572494506836,2.4834275054931645,-0.3017530383345279
TiRex,2009-2010,latest,2009-11-15,2009-11-22,1.0,12.92,11.088406562805176,1.8315934371948241,-0.141764197925296
TiRex,2010-2011,latest,2011-02-06,2011-02-06,0.0,11.04,10.317808151245115,0.7221918487548837,-0.06541592832924673
TiRex,2011-2012,latest,2012-02-05,2012-02-05,0.0,9.63,9.511966705322266,0.11803329467773516,-0.012256832261447055
TiRex,2012-2013,latest,2013-02-10,2013-02-24,2.0,9.98,8.968780517578125,1.0112194824218754,-0.10132459743706167
TiRex,2013-2014,latest,2014-02-09,2014-02-23,2.0,6.62,5.660346031188965,0.9596539688110353,-0.1449628351678301
TiRex,2014-2015,latest,2015-01-25,2015-02-01,1.0,10.87,12.607837677001951,1.7378376770019521,0.15987467129732771
TiRex,2015-2016,latest,2016-02-28,2016-02-21,-1.0,6.14,6.126700401306152,0.013299598693847337,-0.0021660584191933773
TiRex,2016-2017,latest,2017-01-01,2017-01-22,3.0,9.57,13.56667709350586,3.996677093505859,0.4176256106066728
TiRex,2017-2018,latest,2018-01-14,2018-01-21,1.0,14.73,11.95925998687744,2.770740013122561,-0.18810183388476312
TiRex,2018-2019,latest,2019-02-03,2019-02-03,0.0,14.06,12.21922779083252,1.840772209167481,-0.13092263223097303
TiRex,2019-2020,latest,2020-02-02,2020-02-02,0.0,12.62,10.205604553222656,2.414395446777343,-0.19131501163053433
TiRex,2020-2021,latest,2020-11-08,2020-12-20,6.0,2.04,4.411886215209961,2.371886215209961,1.1626893211813534
TiRex,2021-2022,latest,2022-04-03,2022-01-23,-10.0,5.29,6.575187206268311,1.2851872062683114,0.2429465418276581
TiRex,2022-2023,latest,2022-12-04,2022-12-11,1.0,15.72,15.114002227783203,0.6059977722167975,-0.03854947660412198
TiRex,2023-2024,latest,2023-12-31,2024-01-07,1.0,18.45,20.30704498291016,1.8570449829101605,0.10065284460217673
TiRex,2024-2025,latest,2025-01-26,2025-01-26,0.0,17.3743081984728,15.78936767578125,1.58494052269155,-0.09122323056470623
TimeGPT,2008-2009,latest,2009-01-25,2009-02-15,3.0,8.23,5.6108403,2.619159700000001,-0.3182454070473877
TimeGPT,2009-2010,latest,2009-11-15,2009-11-22,1.0,12.92,11.018155,1.9018449999999998,-0.14720162538699688
TimeGPT,2010-2011,latest,2011-02-06,2011-02-27,3.0,11.04,6.843672,4.196327999999999,-0.38010217391304346
TimeGPT,2011-2012,latest,2012-02-05,2012-02-26,3.0,9.63,6.8800864,2.749913600000001,-0.28555696780893053
TimeGPT,2012-2013,latest,2013-02-10,2013-02-24,2.0,9.98,8.774222,1.2057780000000005,-0.12081943887775555
TimeGPT,2013-2014,latest,2014-02-09,2014-02-23,2.0,6.62,5.104593,1.5154069999999997,-0.22891344410876127
TimeGPT,2014-2015,latest,2015-01-25,2015-01-25,0.0,10.87,8.230109,2.6398909999999987,-0.24286025758969632
TimeGPT,2015-2016,latest,2016-02-28,2016-02-21,-1.0,6.14,5.2914495,0.8485505,-0.13820040716612378
TimeGPT,2016-2017,latest,2017-01-01,2017-01-01,0.0,9.57,10.054103,0.4841029999999993,0.050585475444096056
TimeGPT,2017-2018,latest,2018-01-14,2018-01-28,2.0,14.73,14.400994,0.3290059999999997,-0.02233577732518667
TimeGPT,2018-2019,latest,2019-02-03,2019-02-24,3.0,14.06,10.08901,3.9709900000000005,-0.28243172119487914
TimeGPT,2019-2020,latest,2020-02-02,2020-02-23,3.0,12.62,9.489944,3.1300559999999997,-0.24802345483359745
TimeGPT,2020-2021,latest,2020-11-08,2020-12-20,6.0,2.04,3.909611,1.869611,0.9164759803921568
TimeGPT,2021-2022,latest,2022-04-03,2021-12-26,-14.0,5.29,8.56583,3.27583,0.6192495274102079
TimeGPT,2022-2023,latest,2022-12-04,2023-01-01,4.0,15.72,14.7458725,0.9741274999999998,-0.0619673982188295
TimeGPT,2023-2024,latest,2023-12-31,2023-12-31,0.0,18.45,17.771477,0.6785229999999984,-0.03677631436314355
TimeGPT,2024-2025,latest,2025-01-26,2025-01-26,0.0,17.3743081984728,15.158028,2.2162801984728002,-0.12756077382509026
TimesFM,2008-2009,latest,2009-01-25,2009-02-15,3.0,8.23,5.684594631195068,2.545405368804932,-0.30928376291675963
TimesFM,2009-2010,latest,2009-11-15,2009-11-22,1.0,12.92,12.647626876831056,0.27237312316894347,-0.021081511081187575
TimesFM,2010-2011,latest,2011-02-06,2011-02-06,0.0,11.04,11.58770751953125,0.5477075195312509,0.049611188363337944
TimesFM,2011-2012,latest,2012-02-05,2012-02-05,0.0,9.63,9.77364730834961,0.1436473083496086,0.014916646765276072
TimesFM,2012-2013,latest,2013-02-10,2013-02-24,2.0,9.98,8.836234092712402,1.143765907287598,-0.11460580233342665
TimesFM,2013-2014,latest,2014-02-09,2014-02-02,-1.0,6.62,5.885066509246826,0.7349334907531739,-0.11101714361830421
TimesFM,2014-2015,latest,2015-01-25,2015-02-01,1.0,10.87,11.326370239257812,0.4563702392578133,0.04198438263641337
TimesFM,2015-2016,latest,2016-02-28,2016-02-21,-1.0,6.14,6.309506416320801,0.1695064163208011,0.027606908195570212
TimesFM,2016-2017,latest,2017-01-01,2017-01-22,3.0,9.57,13.177746772766112,3.607746772766111,0.37698503372686637
TimesFM,2017-2018,latest,2018-01-14,2018-01-28,2.0,14.73,12.215492248535156,2.514507751464844,-0.1707065683275522
TimesFM,2018-2019,latest,2019-02-03,2019-02-03,0.0,14.06,11.746959686279297,2.3130403137207036,-0.1645121133514014
TimesFM,2019-2020,latest,2020-02-02,2020-02-02,0.0,12.62,10.771377563476562,1.8486224365234367,-0.14648355281485237
TimesFM,2020-2021,latest,2020-11-08,2021-01-17,10.0,2.04,4.700496673583984,2.6604966735839843,1.3041650360705805
TimesFM,2021-2022,latest,2022-04-03,2021-12-26,-14.0,5.29,5.564218044281006,0.2742180442810058,0.051837059410398074
TimesFM,2022-2023,latest,2022-12-04,2022-12-25,3.0,15.72,19.795913696289062,4.075913696289062,0.25928204174866804
TimesFM,2023-2024,latest,2023-12-31,2024-01-07,1.0,18.45,19.8551082611084,1.4051082611083991,0.07615762932836852
TimesFM,2024-2025,latest,2025-01-26,2025-01-26,0.0,17.3743081984728,15.439687728881836,1.9346204695909641,-0.11134949648015437
XGBoost,2008-2009,latest,2009-01-25,2009-02-15,3.0,8.23,5.38121223449707,2.84878776550293,-0.3461467515799429
XGBoost,2009-2010,latest,2009-11-15,2009-11-22,1.0,12.92,9.2208833694458,3.699116630554199,-0.28630933673020115
XGBoost,2010-2011,latest,2011-02-06,2011-02-27,3.0,11.04,8.11637020111084,2.9236297988891593,-0.26482153975445283
XGBoost,2011-2012,latest,2012-02-05,2012-02-19,2.0,9.63,8.594234466552734,1.0357655334472664,-0.10755613016067148
XGBoost,2012-2013,latest,2013-02-10,2013-02-03,-1.0,9.98,9.784110069274902,0.19588993072509808,-0.019628249571653114
XGBoost,2013-2014,latest,2014-02-09,2014-02-16,1.0,6.62,10.240195274353027,3.6201952743530272,0.5468572921983424
XGBoost,2014-2015,latest,2015-01-25,2015-02-01,1.0,10.87,11.0238618850708,0.15386188507080156,0.014154727237424248
XGBoost,2015-2016,latest,2016-02-28,2016-02-14,-2.0,6.14,7.127814292907715,0.9878142929077152,0.16088180666249433
XGBoost,2016-2017,latest,2017-01-01,2017-01-08,1.0,9.57,11.285423278808594,1.7154232788085935,0.1792500813802083
XGBoost,2017-2018,latest,2018-01-14,2018-02-04,3.0,14.73,10.638572692871094,4.091427307128907,-0.27776152797888026
XGBoost,2018-2019,latest,2019-02-03,2019-02-03,0.0,14.06,11.460387229919434,2.599612770080567,-0.18489422262308441
XGBoost,2019-2020,latest,2020-02-02,2020-02-02,0.0,12.62,10.255629539489746,2.364370460510253,-0.18735106660144638
XGBoost,2020-2021,latest,2020-11-08,2020-11-22,2.0,2.04,5.123191833496094,3.0831918334960937,1.5113685458314186
XGBoost,2021-2022,latest,2022-04-03,2021-12-26,-14.0,5.29,11.703450202941896,6.413450202941896,1.212372439119451
XGBoost,2022-2023,latest,2022-12-04,2022-12-04,0.0,15.72,13.54487133026123,2.17512866973877,-0.13836696372384033
XGBoost,2023-2024,latest,2023-12-31,2024-02-18,7.0,18.45,16.94483757019043,1.5051624298095696,-0.08158061950187369
XGBoost,2024-2025,latest,2025-01-26,2025-02-02,1.0,17.3743081984728,16.65454864501953,0.7197595534532688,-0.041426659711063234
ARIMA,2008-2009,1,2009-01-25,2009-02-15,3.0,8.23,5.471995977475871,2.75800402252413,-0.3351159201122879
ARIMA,2009-2010,1,2009-11-15,2009-11-22,1.0,12.92,10.758020393920509,2.161979606079491,-0.16733588282349002
ARIMA,2010-2011,1,2011-02-06,2011-01-30,-1.0,11.04,9.549407666279848,1.4905923337201514,-0.13501742153262242
ARIMA,2011-2012,1,2012-02-05,2012-01-29,-1.0,9.63,8.355514864837529,1.2744851351624717,-0.13234528921728678
ARIMA,2012-2013,1,2013-02-10,2013-02-24,2.0,9.98,8.702878556561618,1.2771214434383822,-0.1279680805048479
ARIMA,2013-2014,1,2014-02-09,2014-01-26,-2.0,6.62,5.424495303619574,1.195504696380426,-0.18058983329009454
ARIMA,2014-2015,1,2015-01-25,2015-01-25,0.0,10.87,11.050199120530662,0.18019912053066278,0.016577655982581672
ARIMA,2015-2016,1,2016-02-28,2016-02-21,-1.0,6.14,6.251057346410493,0.11105734641049292,0.01808751570203468
ARIMA,2016-2017,1,2017-01-01,2017-01-01,0.0,9.57,9.8249660620044,0.2549660620043994,0.02664222173504696
ARIMA,2017-2018,1,2018-01-14,2018-01-28,2.0,14.73,12.15119588093492,2.5788041190650812,-0.17507156273354252
ARIMA,2018-2019,1,2019-02-03,2019-01-27,-1.0,14.06,11.62076684544267,2.4392331545573303,-0.17348742208800358
ARIMA,2019-2020,1,2020-02-02,2020-01-26,-1.0,12.62,9.560860973878386,3.0591390261216134,-0.24240404327429585
ARIMA,2020-2021,1,2020-11-08,2020-11-01,-1.0,2.04,2.1044722528690194,0.06447225286901936,0.0316040455240291
ARIMA,2021-2022,1,2022-04-03,2022-03-27,-1.0,5.29,5.2582821704415,0.031717829558499666,-0.005995808990264587
ARIMA,2022-2023,1,2022-12-04,2022-12-04,0.0,15.72,15.231101647434029,0.4888983525659718,-0.031100404107250113
ARIMA,2023-2024,1,2023-12-31,2023-12-31,0.0,18.45,19.82985558109909,1.3798555810990898,0.07478892038477451
ARIMA,2024-2025,1,2025-01-26,2025-01-26,0.0,17.3743081984728,16.12773908401448,1.246569114458321,-0.07174784171077928
CatBoost,2008-2009,1,2009-01-25,2009-02-15,3.0,8.23,5.103118910022407,3.1268810899775934,-0.3799369489644706
CatBoost,2009-2010,1,2009-11-15,2009-11-22,1.0,12.92,7.781715130155421,5.138284869844579,-0.39770006732543184
CatBoost,2010-2011,1,2011-02-06,2011-01-30,-1.0,11.04,7.518546832030723,3.521453167969276,-0.3189722072435939
CatBoost,2011-2012,1,2012-02-05,2012-01-29,-1.0,9.63,7.134761726713935,2.4952382732860654,-0.25911093180540656
CatBoost,2012-2013,1,2013-02-10,2013-02-24,2.0,9.98,8.287685062015118,1.6923149379848823,-0.16957063506862546
CatBoost,2013-2014,1,2014-02-09,2014-01-26,-2.0,6.62,7.046322258502982,0.42632225850298155,0.06439913270437787
CatBoost,2014-2015,1,2015-01-25,2015-01-25,0.0,10.87,10.106086147765446,0.7639138522345537,-0.07027726331504634
CatBoost,2015-2016,1,2016-02-28,2016-02-21,-1.0,6.14,6.288914565497006,0.1489145654970061,0.02425318656303031
CatBoost,2016-2017,1,2017-01-01,2017-01-01,0.0,9.57,8.86514567856954,0.7048543214304601,-0.07365248917768653
CatBoost,2017-2018,1,2018-01-14,2018-01-28,2.0,14.73,11.249765911654167,3.480234088345833,-0.23626843776957454
CatBoost,2018-2019,1,2019-02-03,2019-01-27,-1.0,14.06,10.079859710977887,3.9801402890221134,-0.2830825241125258
CatBoost,2019-2020,1,2020-02-02,2020-01-26,-1.0,12.62,9.236603609081133,3.3833963909188665,-0.26809797075426833
CatBoost,2020-2021,1,2020-11-08,2020-11-01,-1.0,2.04,2.3239008724920174,0.28390087249201734,0.13916709435883204
CatBoost,2021-2022,1,2022-04-03,2021-12-05,-17.0,5.29,5.671873896016875,0.3818738960168746,0.0721878820447778
CatBoost,2022-2023,1,2022-12-04,2022-12-04,0.0,15.72,12.623253025221894,3.0967469747781067,-0.1969940823650195
CatBoost,2023-2024,1,2023-12-31,2023-12-31,0.0,18.45,15.84583387843541,2.604166121564589,-0.14114721526095333
CatBoost,2024-2025,1,2025-01-26,2025-01-26,0.0,17.3743081984728,17.15518642891647,0.219121769556331,-0.012611827017986925
Chronos-Bolt-small,2008-2009,1,2009-01-25,2009-02-15,3.0,8.23,5.58984375,2.6401562500000004,-0.32079662818955046
Chronos-Bolt-small,2009-2010,1,2009-11-15,2009-11-22,1.0,12.92,14.5859375,1.6659375,0.12894253095975233
Chronos-Bolt-small,2010-2011,1,2011-02-06,2011-01-30,-1.0,11.04,9.8359375,1.2040624999999991,-0.10906363224637675
Chronos-Bolt-small,2011-2012,1,2012-02-05,2012-01-29,-1.0,9.63,6.67578125,2.954218750000001,-0.3067724558670821
Chronos-Bolt-small,2012-2013,1,2013-02-10,2013-02-24,2.0,9.98,9.1796875,0.8003125000000004,-0.0801916332665331
Chronos-Bolt-small,2013-2014,1,2014-02-09,2014-01-26,-2.0,6.62,6.14453125,0.4754687500000001,-0.0718230740181269
Chronos-Bolt-small,2014-2015,1,2015-01-25,2015-01-25,0.0,10.87,10.0546875,0.8153124999999992,-0.07500574977000914
Chronos-Bolt-small,2015-2016,1,2016-02-28,2016-02-21,-1.0,6.14,7.23828125,1.0982812500000003,0.17887316775244305
Chronos-Bolt-small,2016-2017,1,2017-01-01,2017-01-01,0.0,9.57,10.0625,0.4924999999999997,0.05146290491118074
Chronos-Bolt-small,2017-2018,1,2018-01-14,2018-01-28,2.0,14.73,12.140625,2.5893750000000004,-0.1757892057026477
Chronos-Bolt-small,2018-2019,1,2019-02-03,2019-01-27,-1.0,14.06,11.1796875,2.8803125000000005,-0.20485864153627314
Chronos-Bolt-small,2019-2020,1,2020-02-02,2020-01-26,-1.0,12.62,11.078125,1.5418749999999992,-0.12217709984152134
Chronos-Bolt-small,2020-2021,1,2020-11-08,2020-12-27,7.0,2.04,2.09765625,0.057656249999999964,0.028262867647058806
Chronos-Bolt-small,2021-2022,1,2022-04-03,2022-03-27,-1.0,5.29,5.45703125,0.16703124999999996,0.03157490548204158
Chronos-Bolt-small,2022-2023,1,2022-12-04,2022-12-04,0.0,15.72,14.6328125,1.0871875000000006,-0.06915951017811708
Chronos-Bolt-small,2023-2024,1,2023-12-31,2023-12-31,0.0,18.45,18.953125,0.5031250000000007,0.027269647696477006
Chronos-Bolt-small,2024-2025,1,2025-01-26,2025-01-26,0.0,17.3743081984728,15.0546875,2.3196206984728,-0.1335086653220929
Chronos-Small,2008-2009,1,2009-01-25,2009-02-15,3.0,8.23,5.390621185302734,2.839378814697266,-0.3450035011782826
Chronos-Small,2009-2010,1,2009-11-15,2009-11-22,1.0,12.92,13.17954158782959,0.2595415878295899,0.02008835819114473
Chronos-Small,2010-2011,1,2011-02-06,2011-01-30,-1.0,11.04,9.982014656066896,1.0579853439331028,-0.09583200579104194
Chronos-Small,2011-2012,1,2012-02-05,2012-01-29,-1.0,9.63,9.612421989440918,0.017578010559082813,-0.0018253385834976958
Chronos-Small,2012-2013,1,2013-02-10,2013-02-24,2.0,9.98,8.725018501281738,1.2549814987182621,-0.12574964917016654
Chronos-Small,2013-2014,1,2014-02-09,2014-01-26,-2.0,6.62,6.423198699951172,0.19680130004882823,-0.02972829305873538
Chronos-Small,2014-2015,1,2015-01-25,2015-01-25,0.0,10.87,10.60513401031494,0.2648659896850596,-0.024366696383170156
Chronos-Small,2015-2016,1,2016-02-28,2016-02-21,-1.0,6.14,6.217517375946045,0.07751737594604524,0.012624979795772841
Chronos-Small,2016-2017,1,2017-01-01,2017-01-01,0.0,9.57,10.521122932434082,0.9511229324340817,0.09938588635674835
Chronos-Small,2017-2018,1,2018-01-14,2018-01-28,2.0,14.73,12.999077796936035,1.7309222030639653,-0.11750999341914224
Chronos-Small,2018-2019,1,2019-02-03,2019-01-27,-1.0,14.06,11.562070846557615,2.497929153442385,-0.17766210195180548
Chronos-Small,2019-2020,1,2020-02-02,2020-01-26,-1.0,12.62,11.42788314819336,1.1921168518066398,-0.09446250806708716
Chronos-Small,2020-2021,1,2020-11-08,2020-11-29,3.0,2.04,2.087707281112671,0.04770728111267086,0.023385922114054346
Chronos-Small,2021-2022,1,2022-04-03,2022-03-27,-1.0,5.29,5.439786434173584,0.14978643417358395,0.028315015911830613
Chronos-Small,2022-2023,1,2022-12-04,2022-12-04,0.0,15.72,14.650890350341797,1.0691096496582038,-0.06800951969835901
Chronos-Small,2023-2024,1,2023-12-31,2023-12-31,0.0,18.45,18.666074752807617,0.2160747528076179,0.01171136871586005
Chronos-Small,2024-2025,1,2025-01-26,2025-01-26,0.0,17.3743081984728,16.393569946289062,0.9807382521837376,-0.056447614545593494
Chronos-V2,2008-2009,1,2009-01-25,2009-02-15,3.0,8.23,5.2421875,2.9878125000000004,-0.3630391859052248
Chronos-V2,2009-2010,1,2009-11-15,2009-11-22,1.0,12.92,11.9765625,0.9434374999999999,-0.07302147832817336
Chronos-V2,2010-2011,1,2011-02-06,2011-01-30,-1.0,11.04,9.4140625,1.6259374999999991,-0.14727694746376804
Chronos-V2,2011-2012,1,2012-02-05,2012-01-29,-1.0,9.63,8.5078125,1.1221875000000008,-0.11653037383177577
Chronos-V2,2012-2013,1,2013-02-10,2013-02-24,2.0,9.98,8.8828125,1.0971875000000004,-0.10993862725450905
Chronos-V2,2013-2014,1,2014-02-09,2014-01-26,-2.0,6.62,6.69921875,0.0792187499999999,0.011966578549848927
Chronos-V2,2014-2015,1,2015-01-25,2015-01-25,0.0,10.87,11.6015625,0.7315625000000008,0.06730105795768176
Chronos-V2,2015-2016,1,2016-02-28,2016-03-20,3.0,6.14,6.578125,0.4381250000000003,0.07135586319218247
Chronos-V2,2016-2017,1,2017-01-01,2017-01-01,0.0,9.57,10.7265625,1.1565624999999997,0.12085292580982233
Chronos-V2,2017-2018,1,2018-01-14,2018-01-28,2.0,14.73,11.0859375,3.6440625000000004,-0.24739052953156826
Chronos-V2,2018-2019,1,2019-02-03,2019-01-27,-1.0,14.06,11.609375,2.4506250000000005,-0.174297652916074
Chronos-V2,2019-2020,1,2020-02-02,2020-01-26,-1.0,12.62,10.578125,2.041874999999999,-0.1617967511885895
Chronos-V2,2020-2021,1,2020-11-08,2020-11-01,-1.0,2.04,2.115234375,0.07523437499999996,0.036879595588235274
Chronos-V2,2021-2022,1,2022-04-03,2022-01-02,-13.0,5.29,5.37109375,0.08109374999999996,0.015329631379962187
Chronos-V2,2022-2023,1,2022-12-04,2022-12-04,0.0,15.72,17.140625,1.4206249999999994,0.0903705470737913
Chronos-V2,2023-2024,1,2023-12-31,2023-12-31,0.0,18.45,20.9375,2.4875000000000007,0.13482384823848242
Chronos-V2,2024-2025,1,2025-01-26,2025-01-26,0.0,17.3743081984728,15.59375,1.7805581984728,-0.10248225012086012
Drift,2008-2009,1,2009-01-25,2009-02-15,3.0,8.23,6.68025641025641,1.5497435897435903,-0.18830420288500488
Drift,2009-2010,1,2009-11-15,2009-11-22,1.0,12.92,12.993023255813954,0.07302325581395408,0.005651954784361771
Drift,2010-2011,1,2011-02-06,2011-01-30,-1.0,11.04,8.237692307692306,2.802307692307693,-0.25383221850613163
Drift,2011-2012,1,2012-02-05,2012-02-26,3.0,9.63,7.1582083333333335,2.4717916666666673,-0.25667618553132576
Drift,2012-2013,1,2013-02-10,2013-02-24,2.0,9.98,9.744888059701491,0.23511194029850913,-0.023558310651153217
Drift,2013-2014,1,2014-02-09,2014-02-23,2.0,6.62,6.239797297297297,0.38020270270270284,-0.05743243243243245
Drift,2014-2015,1,2015-01-25,2015-01-25,0.0,10.87,8.9668125,1.9031874999999996,-0.17508624655013796
Drift,2015-2016,1,2016-02-28,2016-02-21,-1.0,6.14,6.076193181818182,0.06380681818181788,-0.010391989931892163
Drift,2016-2017,1,2017-01-01,2017-01-29,4.0,9.57,7.6292819148936175,1.9407180851063828,-0.20279185842281952
Drift,2017-2018,1,2018-01-14,2018-01-28,2.0,14.73,13.903440594059406,0.8265594059405945,-0.05611401262325828
Drift,2018-2019,1,2019-02-03,2019-02-24,3.0,14.06,11.2248623853211,2.835137614678901,-0.20164563404544103
Drift,2019-2020,1,2020-02-02,2020-02-23,3.0,12.62,10.742327586206898,1.8776724137931016,-0.14878545275698113
Drift,2020-2021,1,2020-11-08,2020-11-29,3.0,2.04,1.8430833333333327,0.1969166666666673,-0.09652777777777809
Drift,2021-2022,1,2022-04-03,2022-01-02,-13.0,5.29,4.728515625,0.561484375,-0.10614071361058602
Drift,2022-2023,1,2022-12-04,2023-01-01,4.0,15.72,14.055314814814814,1.6646851851851867,-0.10589600414664037
Drift,2023-2024,1,2023-12-31,2023-12-31,0.0,18.45,18.241426056338028,0.20857394366197113,-0.011304820794686782
Drift,2024-2025,1,2025-01-26,2025-01-26,0.0,17.3743081984728,16.077311473521455,1.2969967249513452,-0.07465026579103455
ETS,2008-2009,1,2009-01-25,2009-02-15,3.0,8.23,6.68609482804426,1.5439051719557408,-0.18759479610640836
ETS,2009-2010,1,2009-11-15,2009-11-22,1.0,12.92,12.985113280244542,0.06511328024454244,0.005039727573107
ETS,2010-2011,1,2011-02-06,2011-01-30,-1.0,11.04,8.264078091865892,2.775921908134107,-0.2514422018237416
ETS,2011-2012,1,2012-02-05,2012-02-26,3.0,9.63,7.192638876441964,2.437361123558037,-0.2531008435678127
ETS,2012-2013,1,2013-02-10,2013-02-24,2.0,9.98,9.771105963375,0.20889403662500072,-0.02093126619488985
ETS,2013-2014,1,2014-02-09,2014-02-23,2.0,6.62,6.280192864303474,0.33980713569652643,-0.051330383035729066
ETS,2014-2015,1,2015-01-25,2015-01-25,0.0,10.87,8.999626169368296,1.8703738306317028,-0.17206750971772797
ETS,2015-2016,1,2016-02-28,2016-02-21,-1.0,6.14,6.119634371205742,0.020365628794257518,-0.0033168776537878695
ETS,2016-2017,1,2017-01-01,2017-01-29,4.0,9.57,7.671192768630489,1.8988072313695117,-0.19841245886828754
ETS,2017-2018,1,2018-01-14,2018-01-28,2.0,14.73,13.931782617964425,0.7982173820355758,-0.05418991052515789
ETS,2018-2019,1,2019-02-03,2019-02-24,3.0,14.06,11.262199461664574,2.7978005383354265,-0.19899008096269036
ETS,2019-2020,1,2020-02-02,2020-02-23,3.0,12.62,10.782495270450758,1.8375047295492415,-0.1456025934666594
ETS,2020-2021,1,2020-11-08,2020-11-29,3.0,2.04,1.9125479721807983,0.12745202781920173,-0.06247648422509888
ETS,2021-2022,1,2022-04-03,2022-01-02,-13.0,5.29,4.796372306836655,0.4936276931633454,-0.09331336354694621
ETS,2022-2023,1,2022-12-04,2023-01-01,4.0,15.72,14.108624648565623,1.6113753514343774,-0.10250479334824283
ETS,2023-2024,1,2023-12-31,2023-12-31,0.0,18.45,18.29011885858646,0.15988114141353904,-0.008665644521059028
ETS,2024-2025,1,2025-01-26,2025-01-26,0.0,17.3743081984728,16.133059308024094,1.2412488904487056,-0.0714416295756634
LightGBM,2008-2009,1,2009-01-25,2009-02-15,3.0,8.23,5.246718667685013,2.983281332314988,-0.36248861875030225
LightGBM,2009-2010,1,2009-11-15,2009-11-22,1.0,12.92,9.739578313366426,3.180421686633574,-0.24616266924408467
LightGBM,2010-2011,1,2011-02-06,2011-02-27,3.0,11.04,7.759637335179857,3.2803626648201423,-0.2971342993496506
LightGBM,2011-2012,1,2012-02-05,2012-01-29,-1.0,9.63,6.982809789659981,2.6471902103400202,-0.27488994915265
LightGBM,2012-2013,1,2013-02-10,2013-01-27,-2.0,9.98,8.196376017423376,1.783623982576625,-0.17871983793352955
LightGBM,2013-2014,1,2014-02-09,2014-01-26,-2.0,6.62,6.935592141442239,0.3155921414422389,0.04767252891876721
LightGBM,2014-2015,1,2015-01-25,2015-01-25,0.0,10.87,10.24331633102987,0.626683668970129,-0.0576525914415942
LightGBM,2015-2016,1,2016-02-28,2016-02-21,-1.0,6.14,5.739346729280873,0.4006532707191264,-0.06525297568715413
LightGBM,2016-2017,1,2017-01-01,2017-01-01,0.0,9.57,9.675729807471592,0.105729807471592,0.01104804675774211
LightGBM,2017-2018,1,2018-01-14,2018-01-28,2.0,14.73,10.752114124819665,3.977885875180336,-0.2700533520149583
LightGBM,2018-2019,1,2019-02-03,2019-01-27,-1.0,14.06,11.475935155185471,2.584064844814529,-0.18378839579050704
LightGBM,2019-2020,1,2020-02-02,2020-02-23,3.0,12.62,10.187397456933567,2.432602543066432,-0.19275772924456672
