model,season,horizon,true_peak_date,pred_peak_date,peak_timing_error_weeks,true_peak_val,pred_peak_val,peak_intensity_error_abs,peak_intensity_error_rel,region
Naive,2017-2018,latest,2018-01-28,2018-01-28,0.0,43.19,19.33,23.86,-0.5524426950683029,molise
Naive,2018-2019,latest,2019-01-27,2019-03-03,5.0,6.23,5.13,1.1000000000000005,-0.17656500802568226,molise
Naive,2019-2020,latest,2020-02-02,2020-02-16,2.0,16.61,15.83,0.7799999999999994,-0.04695966285370255,molise
Naive,2020-2021,latest,2020-12-06,2020-12-13,1.0,1.21,15.83,14.620000000000001,12.082644628099175,molise
Naive,2021-2022,latest,2021-11-28,2021-12-12,2.0,1.92,1.74,0.17999999999999994,-0.09374999999999997,molise
Naive,2022-2023,latest,2023-01-08,2023-01-15,1.0,6.51,6.51,0.0,0.0,molise
Naive,2023-2024,latest,2024-01-07,2024-01-07,0.0,12.33,10.13,2.1999999999999993,-0.17842660178426595,molise
Naive,2024-2025,latest,2025-01-12,2025-01-05,-1.0,9.57880434782609,5.68673507232044,3.8920692755056496,-0.4063209910315117,molise
Prophet,2017-2018,latest,2018-01-28,2018-02-04,1.0,43.19,5.98940010655209,37.20059989344791,-0.8613243781766129,molise
Prophet,2018-2019,latest,2019-01-27,2019-03-03,5.0,6.23,3.93864350214154,2.2913564978584606,-0.36779398039461647,molise
Prophet,2019-2020,latest,2020-02-02,2020-01-12,-3.0,16.61,7.40768207666147,9.20231792333853,-0.5540227527596948,molise
Prophet,2020-2021,latest,2020-12-06,2021-04-04,17.0,1.21,5.116663580605019,3.906663580605019,3.2286475872768756,molise
Prophet,2021-2022,latest,2021-11-28,2022-04-10,19.0,1.92,11.015007156656695,9.095007156656695,4.736982894092029,molise
Prophet,2022-2023,latest,2023-01-08,2023-04-02,12.0,6.51,3.4283488291514788,3.081651170848521,-0.47337191564493414,molise
Prophet,2023-2024,latest,2024-01-07,2024-04-14,14.0,12.33,5.29691139457569,7.03308860542431,-0.5704045908697737,molise
Prophet,2024-2025,latest,2025-01-12,2024-11-03,-10.0,9.57880434782609,7.394533648186835,2.1842706996392547,-0.22803166452971504,molise
Ridge,2017-2018,latest,2018-01-28,2018-01-28,0.0,43.19,11.093840217155153,32.09615978284484,-0.7431386844835575,molise
Ridge,2018-2019,latest,2019-01-27,2019-03-03,5.0,6.23,4.691621464121064,1.5383785358789366,-0.24693074412181965,molise
