model,horizon,MAE,RMSE,sMAPE,MASE,WIS,CRPS,PinballLoss,Coverage95,Coverage95_Dist,region
ARIMA,1,2.10662803694329,2.69444995593862,44.954831730168095,0.4432673407560841,1.3263624779661307,1.4754129651429115,0.6631812389830654,0.9565217391304348,0.006521739130434856,marche
ARIMA,2,2.821197179042391,3.2333757738954425,61.17059246531642,0.5936238146328018,1.6767500314285708,1.873397011159895,0.8383750157142854,1.0,0.050000000000000044,marche
ARIMA,4,3.8163527481767905,5.101100214203149,65.00346813870807,0.8030200416994824,2.5469784482817475,2.8412344444009787,1.2734892241408737,0.9130434782608695,0.036956521739130443,marche
ARIMA,8,4.55796366564041,6.04627484778695,66.85740396032273,0.9590665261736792,2.98359811015558,3.321904963221076,1.49179905507779,0.9565217391304348,0.006521739130434856,marche
CatBoost,1,2.0171434157010184,2.409368428535187,40.07164139018801,0.4244383831038439,1.2685033422116625,1.4216803167084548,0.6342516711058312,0.9130434782608695,0.036956521739130443,marche
CatBoost,2,3.064982366201161,4.150920657290593,52.672500332248454,0.6449200139297551,2.142858110887272,2.3661903557541515,1.071429055443636,0.8695652173913043,0.08043478260869563,marche
CatBoost,4,4.544742244181458,6.1924093372701305,67.40043515822532,0.9562845332312377,3.0688069118273624,3.4121782073328775,1.5344034559136808,0.7391304347826086,0.2108695652173913,marche
CatBoost,8,5.822693223773699,7.080575100388525,89.28948087041356,1.2251853179955179,3.9828017214479483,4.383348055578059,1.9914008607239742,0.8260869565217391,0.12391304347826082,marche
Chronos-Bolt-small,1,1.6447622823938488,2.4482260250638346,37.507791973930686,0.3460835944016515,1.1677531540497335,1.3032660871360435,0.5838765770248667,0.9130434782608695,0.036956521739130443,marche
Chronos-Bolt-small,2,2.5188898768369814,3.1730833545356245,52.810764790019135,0.530013651096682,1.5970443485621586,1.7869366665285182,0.7985221742810793,0.9565217391304348,0.006521739130434856,marche
Chronos-Bolt-small,4,4.519571799820265,6.5256057051883865,64.95705647199206,0.95098827981489,3.051935824915298,3.3675074451519866,1.5259679124576493,0.8695652173913043,0.08043478260869563,marche
Chronos-Bolt-small,8,6.060816963734026,7.788319108513433,91.22528599958329,1.275290260648927,3.8823864307521716,4.343135834643007,1.9411932153760858,0.7391304347826086,0.2108695652173913,marche
