model,horizon,MAE,RMSE,sMAPE,MASE,WIS,CRPS,PinballLoss,Coverage95,Coverage95_Dist,region
ARIMA,1,1.309867536843637,1.87178837090447,25.435314895016823,0.47838960469075104,0.8938297001704728,0.9774109554372427,0.4469148500852364,0.8260869565217391,0.12391304347826082,emilia_romagna
ARIMA,2,2.299571068515469,3.5909941677567643,37.99087429646421,0.8398489644809973,1.6200759053441371,1.7579910547792617,0.8100379526720686,0.9130434782608695,0.036956521739130443,emilia_romagna
ARIMA,4,2.6702618484228875,3.964934295482456,43.91833849635244,0.9752325896754471,1.8704057518660213,2.0502576482535217,0.9352028759330105,0.8695652173913043,0.08043478260869563,emilia_romagna
ARIMA,8,4.16649084018685,5.421721946311349,70.7859439391094,1.5216850940421143,2.6965968711826114,2.9835047090694418,1.3482984355913055,0.782608695652174,0.167391304347826,emilia_romagna
CatBoost,1,1.5693406319419332,2.183907991399522,24.49175015441348,0.5731543254739467,1.1293531839105404,1.2398131803086248,0.5646765919552701,0.8695652173913043,0.08043478260869563,emilia_romagna
CatBoost,2,2.7252902784878543,4.034268374886808,38.69686949571286,0.995330063782613,2.0210707595943713,2.2044996015316936,1.0105353797971859,0.8260869565217391,0.12391304347826082,emilia_romagna
CatBoost,4,3.235892304243061,4.555270321444228,55.05139012467827,1.181812050994797,2.3271337468209383,2.5573772406753794,1.163566873410469,0.8260869565217391,0.12391304347826082,emilia_romagna
CatBoost,8,5.173632139917328,6.972300419564739,75.48490265606914,1.8895130725923661,3.7217632217229633,4.105221859427256,1.8608816108614816,0.8260869565217391,0.12391304347826082,emilia_romagna
Chronos-Bolt-small,1,1.4661879658612882,1.8973115931421674,26.238810066840575,0.535480925865901,0.9647371240125636,1.0654108515769154,0.4823685620062818,0.8260869565217391,0.12391304347826082,emilia_romagna
Chronos-Bolt-small,2,2.254462128197091,3.254503841285645,36.452509316542034,0.8233742847748893,1.5263143486516224,1.6774187528703253,0.7631571743258113,0.782608695652174,0.167391304347826,emilia_romagna
Chronos-Bolt-small,4,3.039029044080513,3.97631286639318,49.68242577549382,1.1099136837490287,1.9640651870398458,2.1784821038434727,0.9820325935199229,0.9130434782608695,0.036956521739130443,emilia_romagna
Chronos-Bolt-small,8,4.321031178849482,5.685915107615124,68.95567290793213,1.5781262909128606,2.8805045723791447,3.182658592079676,1.4402522861895724,0.782608695652174,0.167391304347826,emilia_romagna
Chronos-V2,1,1.2578185689881463,1.8122475155932487,21.643804625219836,0.4593802892778734,0.8161967036437708,0.9084741728471456,0.40809835182188553,0.9565217391304348,0.006521739130434856,emilia_romagna
Chronos-V2,2,2.215004762663511,3.4782336171579895,35.86840564884095,0.8089636722749163,1.4475103288286995,1.5999617438209799,0.7237551644143498,0.9130434782608695,0.036956521739130443,emilia_romagna
Chronos-V2,4,2.563701830959016,3.9280120550569793,41.559766388104855,0.9363147577600003,1.7470064312624742,1.958546710068188,0.873503215631237,1.0,0.050000000000000044,emilia_romagna
Chronos-V2,8,4.4846550837861,5.847716615372669,70.58566136111018,1.637884986352558,2.7192970139297987,3.057815676089049,1.3596485069648994,0.9130434782608695,0.036956521739130443,emilia_romagna
Drift,1,1.3997782014070648,2.030367248720371,24.63162244929225,0.5112267626995882,0.9701577665792775,1.0653147256496125,0.4850788832896386,0.8695652173913043,0.08043478260869563,emilia_romagna
Drift,2,2.65212674185253,3.995048944953163,35.67139360249768,0.9686092890597807,1.8657481332753973,2.0257148704284744,0.9328740666376987,0.8260869565217391,0.12391304347826082,emilia_romagna
Drift,4,4.1667533592657735,5.426050002329875,59.66862124512464,1.521780971216605,2.8861095047708907,3.1714960329488027,1.4430547523854453,0.6956521739130435,0.2543478260869565,emilia_romagna
Drift,8,6.216519180097465,7.883959470196919,83.38758134178158,2.2703961045446563,4.2403696085326725,4.677459593242235,2.1201848042663367,0.7391304347826086,0.2108695652173913,emilia_romagna
ETS,1,1.5003525578520327,2.071126729565268,25.978052952729914,0.547958512489856,1.069619161153831,1.1776628467369559,0.5348095805769155,0.9130434782608695,0.036956521739130443,emilia_romagna
ETS,2,2.908327736881256,4.0576746882946475,40.38449104185771,1.0621789739979304,1.913195772156974,2.0924608852760502,0.9565978860784867,0.9130434782608695,0.036956521739130443,emilia_romagna
ETS,4,4.471250199559262,5.6873733947743865,57.398304265376545,1.6329892567571402,2.7720974399217586,3.079747357927295,1.3860487199608793,0.9130434782608695,0.036956521739130443,emilia_romagna
ETS,8,6.453916692997009,8.25563118742841,75.31338943100097,2.3570983848563314,4.029261841270585,4.4567794411351525,2.014630920635293,0.9565217391304348,0.006521739130434856,emilia_romagna
LightGBM,1,1.7530298693161794,2.4218135539125534,29.58321410379249,0.6402412783006134,1.2182377947374001,1.339073988297246,0.6091188973687001,0.8260869565217391,0.12391304347826082,emilia_romagna
LightGBM,2,2.714132560347601,3.7482404103562494,39.614608469157346,0.9912550438128618,1.9117610193794967,2.118806280802662,0.9558805096897482,0.9130434782608695,0.036956521739130443,emilia_romagna
LightGBM,4,3.5331184427807427,4.729144759722338,55.229847959142184,1.2903649320452215,2.377419288069539,2.6466542740437857,1.1887096440347695,0.8260869565217391,0.12391304347826082,emilia_romagna
LightGBM,8,5.413197561420117,7.0179061312865505,82.89779497260443,1.9770071161247795,3.7081195779243914,4.118042349148351,1.8540597889621957,0.782608695652174,0.167391304347826,emilia_romagna
MovingAverage,1,3.768701810456065,4.775749412598982,60.240909553006226,1.3764046505388075,2.6052833729592617,2.8360131924011003,1.3026416864796304,0.782608695652174,0.167391304347826,emilia_romagna
MovingAverage,2,3.5031664673386187,4.9193806576668475,56.30722992243783,1.2794258765388973,2.4798238777386463,2.6712665769417496,1.2399119388693232,0.8695652173913043,0.08043478260869563,emilia_romagna
MovingAverage,4,3.0633389053684046,4.249971097422049,50.69186889725097,1.118792127259145,2.137885891029916,2.3104079271223363,1.0689429455149577,0.8695652173913043,0.08043478260869563,emilia_romagna
MovingAverage,8,4.067318132944715,4.99940010683241,65.80020370609304,1.4854652543413767,2.6307173819719196,2.8967310161837965,1.31535869098596,0.782608695652174,0.167391304347826,emilia_romagna
Naive,1,1.3920044602881663,2.0215786171302312,24.584066500729527,0.5083876382566699,0.9649719746191678,1.059598942520532,0.4824859873095839,0.8695652173913043,0.08043478260869563,emilia_romagna
Naive,2,2.62284931177005,3.9731121011323816,35.48328011522847,0.9579165908978974,1.846518089417576,2.0042052783182216,0.923259044708788,0.8260869565217391,0.12391304347826082,emilia_romagna
Naive,4,4.1038691859459275,5.354868826822184,58.95113169643932,1.49881442386001,2.840590256828706,3.1212588528753256,1.420295128414353,0.6956521739130435,0.2543478260869565,emilia_romagna
Naive,8,6.101309113215141,7.738850579049246,82.58495475793275,2.2283191030143796,4.1586139859112565,4.589828793806649,2.0793069929556283,0.7391304347826086,0.2108695652173913,emilia_romagna
Prophet,1,3.7925433625521263,5.3648598548900805,54.24206693776855,1.3851120582435075,2.7289785062152725,2.9965564889060077,1.3644892531076362,0.7391304347826086,0.2108695652173913,emilia_romagna
Prophet,2,3.9565576011298336,5.5111179241880235,57.35316344634634,1.4450133112709043,2.7282993651940233,2.98612357390706,1.3641496825970116,0.8260869565217391,0.12391304347826082,emilia_romagna
Prophet,4,3.7737193330052783,4.8930256256983355,61.30812173586211,1.3782371492925585,2.418270760816072,2.6756125760211504,1.209135380408036,0.9565217391304348,0.006521739130434856,emilia_romagna
Prophet,8,4.5173867039527105,6.39733837007762,65.15095399897002,1.6498392232444232,3.269419928333739,3.5579174201974837,1.6347099641668694,0.7391304347826086,0.2108695652173913,emilia_romagna
